id,step,candidate,oracle_delta,mean,se,lcb,ucb,loss_cvar90
531,3,19,324.6795229999998,77.97328356249994,72.90191099277385,-123.99822536333727,279.94479248833716,236.63969349999994
531,3,20,-99.90422300000046,-174.93309731249997,115.09499364418289,-493.7986691413294,143.93247451632948,870.188346875
909,7,4,-56.42415600000004,-213.51045549999998,74.30174220266407,-419.3601346665464,-7.660776333453526,581.760373
909,7,5,349.5539140000001,-214.59510237499995,68.22983269944368,-403.62282574195,-25.567379008049926,450.27975525000033
909,7,8,-268.2354029999997,-471.50649356249994,109.86261183372886,-775.8759838052342,-167.1370033197657,984.6436776250001
905,2,13,-894.3135229999998,-435.93927062499995,231.33651681711132,-1076.846823457608,204.968282207608,2220.59461325
905,2,20,124.37528100000054,-210.213356875,145.67842879515774,-613.8089784578085,193.38226470780853,1428.9842927500001
905,2,21,-782.5041570000003,-457.241743875,193.644941778305,-993.7264608626915,79.24297311269152,1917.79165975
923,4,4,-516.3572789999998,66.34637212500007,112.19521362744456,-244.48548786338552,377.17823211338566,656.9278463749997
923,4,7,9.737664999999652,101.56063493749991,81.45349064704027,-124.10264589048782,327.2239157654876,548.391454
923,4,8,360.5323879999996,44.90548637500001,75.97699801460212,-165.58541466853458,255.3963874185346,371.164937625
833,7,5,-545.069891000001,-407.3286666875002,180.54512404334167,-907.5209200270681,92.86358665206774,1848.148734500001
833,7,6,-945.2127470000014,-755.5814347500002,143.29827908958092,-1152.582957207583,-358.5799122924175,1978.4770560000006
833,7,16,-680.8997470000013,-447.1619848749999,151.17331663927865,-865.9809493598257,-28.343020390174104,1616.9078756249996
416,1,1,187.02687800000058,-13.97465987499993,136.99200746273175,-393.50493667076216,365.5556169207623,1254.76251025
416,1,14,-670.7748629999996,66.16416975000004,117.18020704803605,-258.47839326977845,390.80673276977853,578.9123322499997
416,1,21,-879.2881349999998,36.73137456250015,99.61095689972198,-239.23636066706837,312.69910979206867,645.1127036249999
416,1,22,-945.8511570000001,90.64379656249997,81.4962747748213,-135.13801579269105,316.42560891769097,430.5822721249998
416,1,23,-702.4720379999999,103.10406275000003,99.53687214837414,-172.65842396393492,378.866549463935,612.8622186250005
576,8,4,-761.3224950000003,-457.62792993749986,63.5809176011119,-633.7760403492937,-281.47981952570603,976.5502796250008
576,8,7,-823.6763760000013,-192.46960112499994,86.32764572102386,-431.6365122642503,46.697310014250405,705.0340103750001
576,8,15,-361.0315520000004,-126.8013048749998,92.3554463878491,-382.66797024022014,129.06536049022054,728.4508806250004
866,5,9,-801.5115259999993,-334.7831939374999,76.18836918635567,-545.859689431456,-123.70669844354384,766.7366099999996
866,5,17,-214.06211600000006,-218.0105430625,73.27717471306178,-421.0217034707132,-14.999382654286848,794.4970608750001
866,5,18,-501.2701440000001,-278.13071537499997,85.20330828629409,-514.1826995508586,-42.078731199141345,779.8749866249997
679,15,2,-194.0,-260.701273875,29.41431772029933,-342.19233567421287,-179.21021207578718,510.7085108750003
679,15,3,-142.01785699999982,-162.386567,22.15571325550886,-223.76798727562007,-101.00514672437996,326.99047350000035
679,15,4,-335.9221259999995,-426.23433387500006,69.65412428042536,-619.2079938551858,-233.26067389481432,866.9871213750002
502,11,1,-197.49583100000018,-48.4502614375001,54.149230095551566,-198.46830020544076,101.56777733044055,462.0044838749997
502,11,3,488.6224549999997,-104.57517250000012,63.39884371915783,-280.2188553025109,71.06851030251067,603.6600502500004
502,11,4,-99.20430800000031,-224.95340618750004,48.07372571454461,-358.1395297064819,-91.76728266851822,504.67626912499964
512,9,7,-268.9439790000006,-652.1185908125001,93.4685708026958,-911.0691179671742,-393.16806365782594,1322.9623475000003
512,9,8,-270.39498000000003,-661.889041625,92.84233570549985,-919.1046122360038,-404.67347101399616,1329.1235382500004
512,9,14,168.48450200000025,-415.5477818125,95.73124597871832,-680.7669501219389,-150.32861350306104,936.8397208750005
690,15,3,-213.99148200000036,-147.74794824999992,42.21049409661654,-264.6902487891974,-30.805647710802404,386.5227756249998
690,15,4,-231.3455759999997,-161.11313087499997,50.212159929693705,-300.2236914806188,-22.002570269381124,417.8361776250001
690,15,9,-38.90999000000011,55.122521312500055,75.5096131225587,-154.07351063076493,264.31855325576504,428.5882762499994
603,9,7,-199.8773110000002,-324.5203715,62.93904155241694,-498.8901928061608,-150.1505501938392,786.1217876249995
603,9,8,-390.784396,-456.6246081249999,53.736840197930256,-605.5001389839695,-307.7490772660303,814.3329042499992
603,9,11,-372.601353,-465.6609660624998,53.84841075462356,-614.8455981971448,-316.47633392785485,849.1214521250004
499,7,7,-207.57751999999982,-635.0507948749998,122.87841966395219,-975.480003053242,-294.6215866967577,1334.7626274999993
499,7,10,150.4618449999998,-249.97588831249993,98.2230172919505,-522.0983984572647,22.146621832264884,715.5004362499992
499,7,16,-554.2617279999995,-508.7758721874999,121.47718232548847,-845.3230145082257,-172.22872986677402,1044.1002502500003
396,9,4,331.2448319999994,-299.43667431250003,149.98157426058202,-714.9539694281912,116.0806208031911,1350.7928299999999
396,9,5,-5.645414999999957,-318.0470946875,150.29994716130201,-734.4464277948412,98.35223841984106,1351.684927625
396,9,6,-46.54427300000043,-269.6899058749999,150.11701798936025,-685.582441830106,146.20263008010613,1357.5051656249993
396,9,14,840.0947980000001,190.82508631250005,152.81771420500533,-232.54960864771357,614.1997812727136,893.8074852499992
52,11,4,688.8004689999998,101.21187543750005,106.68157463975274,-194.34469243780467,396.7684433128048,322.7253640000001
52,11,6,828.6279009999998,-34.44042443749987,83.46252017744676,-265.66963241619,196.7887835411902,471.3031022500001
52,11,7,815.8245799999995,-53.88472093749982,86.53289419074146,-293.6202638529144,185.8508219779147,503.32731962499986
26,8,5,1208.2973309999998,-388.00294118749997,91.69616138332631,-642.0430867075979,-133.962795667402,1068.870515625
26,8,6,1224.1462769999998,-515.6811684999999,93.03957172587259,-773.4431727518606,-257.91916424813917,1070.1289291250002
39,9,8,1262.7728710000001,-149.43367868749996,181.89553651937757,-653.3671898589,354.49983248390015,1329.2181931250009
39,9,9,-655.5172510000002,-636.4678747500001,196.2105886624617,-1180.060602563572,-92.87514693642822,1746.476770625
39,9,10,650.3149169999997,-631.8949736875002,200.79018065752607,-1188.1752578752735,-75.61468949972686,1923.904846875001
39,9,12,1049.5703699999995,-359.34463199999993,168.3993845962547,-825.8876532447964,107.19838924479649,1465.8977732499998
650,11,6,-793.7228329999998,-670.2327436250002,74.82698642755052,-877.5375886055871,-462.9278986444134,1182.3904038750004
650,11,7,-978.8044210000007,-718.4681780625,71.18670497125989,-915.6877848287602,-521.2485712962398,1289.7329289999996
650,11,8,-843.5863840000002,-689.3961323125002,78.52581989466837,-906.9484312547977,-471.84383337020273,1170.677674500001
650,11,9,-493.1950369999995,-505.37079762499997,86.47056117544813,-744.9336496879629,-265.80794556203705,1092.5495686250006
284,9,2,447.32306900000003,-49.75774693750003,67.9686018185155,-238.06174174259766,138.5462478675976,539.5565121249995
284,9,6,-57.772672999999486,-311.05449625,70.76286574713441,-507.099875256345,-115.009117243655,821.1590076249998
284,9,7,-58.94150399999944,-309.94048756250004,81.97963562279907,-537.0614296948435,-82.81954543015658,822.1126410000002
773,9,7,57.49020500000006,-631.1329173125,103.87840688133758,-918.9234333212703,-343.3424013037298,1510.6062345
773,9,8,45.55139500000041,-614.7760581249998,103.72723660115312,-902.1477635816485,-327.4043526683512,1469.6090912500001
773,9,14,-36.30519499999991,-505.357749,92.74779461318425,-762.3113977105975,-248.4041002894025,1309.6169778750004
987,9,1,-179.67927700000018,-291.6657033749999,49.65350397868497,-429.22853246221155,-154.10287428778827,686.8051610000001
987,9,13,-305.8164079999997,-285.7616979999999,62.393823774346764,-458.6210176494766,-112.90237835052326,755.341447375
987,9,14,-309.4350450000002,-277.5211435,64.23574961339679,-455.48343693955053,-99.55885006044946,769.4493291249997
812,9,5,-603.7988949999999,-723.4881541250002,68.64016501571494,-913.652684963109,-533.3236232868913,1297.5612839999997
812,9,8,-610.7208650000002,-726.0707344375,67.25092650973075,-912.3864416509537,-539.7550272240464,1099.8276933749999
812,9,11,-543.7988949999999,-677.6726171250002,66.72477904310236,-862.5306561332544,-492.814578116746,1201.4949033750001
864,13,4,-626.4485869999999,-527.0043282499998,31.211497300676257,-613.4743963155287,-440.534260184471,796.4016819999997
864,13,5,-887.8595439999999,-688.3814854374999,57.30123642616099,-847.1320178543392,-529.6309530206606,884.3184301249993
864,13,7,-1045.3093329999992,-848.2762306249999,66.33261144234928,-1032.0477867002653,-664.5046745497347,1187.00801825
864,13,8,-886.9502219999995,-837.2260381249998,124.0631178570832,-1180.937400068897,-493.51467618110263,1884.4214231250003
292,8,6,611.9481559999999,-374.0387481250001,114.43080302882663,-691.0642093316103,-57.013286918389895,1143.7161828750004
292,8,9,-401.8775850000002,38.61168781249975,116.23649616137469,-283.41636607887426,360.6397417038738,510.0144258750006
