time_s,radius_cm
6.720000000000000000e+03,1.641366035087719499e+00
6.780000000000000000e+03,1.639008350877193099e+00
6.840000000000000000e+03,1.636729684210526781e+00
6.900000000000000000e+03,1.634535087719298341e+00
6.960000000000000000e+03,1.632429614035087795e+00
7.020000000000000000e+03,1.630418315789473827e+00
7.080000000000000000e+03,1.628506245614035119e+00
7.140000000000000000e+03,1.626698456140350801e+00
7.200000000000000000e+03,1.625000000000000000e+00
7.260000000000000000e+03,1.623387406873348038e+00
7.320000000000000000e+03,1.621831800048065597e+00
7.380000000000000000e+03,1.620330122566690845e+00
7.440000000000000000e+03,1.618879317471761947e+00
7.500000000000000000e+03,1.617476327805816183e+00
7.560000000000000000e+03,1.616118096611391941e+00
7.620000000000000000e+03,1.614801566931026500e+00
7.680000000000000000e+03,1.613523681807258026e+00
7.740000000000000000e+03,1.612281384282624686e+00
7.800000000000000000e+03,1.611071617399663980e+00
7.860000000000000000e+03,1.609891324200913187e+00
7.920000000000000000e+03,1.608737447728911363e+00
7.980000000000000000e+03,1.607606931026195785e+00
8.040000000000000000e+03,1.606496717135304175e+00
8.100000000000000000e+03,1.605403749098774480e+00
8.160000000000000000e+03,1.604324969959144198e+00
8.220000000000000000e+03,1.603257322758952164e+00
8.280000000000000000e+03,1.602197750540735433e+00
8.340000000000000000e+03,1.601143196347031950e+00
8.400000000000000000e+03,1.600090603220380103e+00
8.460000000000000000e+03,1.599036914203316284e+00
8.520000000000000000e+03,1.597979072338380213e+00
8.580000000000000000e+03,1.596914020668108503e+00
8.640000000000000000e+03,1.595838702235039985e+00
8.700000000000000000e+03,1.594750060081711496e+00
8.760000000000000000e+03,1.593645037250661423e+00
8.820000000000000000e+03,1.592520576784427266e+00
8.880000000000000000e+03,1.591373621725546750e+00
8.940000000000000000e+03,1.590201115116558706e+00
9.000000000000000000e+03,1.589000000000000190e+00
9.060000000000000000e+03,1.587784969320977346e+00
9.120000000000000000e+03,1.586572482155816255e+00
9.180000000000000000e+03,1.585362130743887432e+00
9.240000000000000000e+03,1.584153507324560728e+00
9.300000000000000000e+03,1.582946204137204438e+00
9.360000000000000000e+03,1.581739813421189522e+00
9.420000000000000000e+03,1.580533927415884943e+00
9.480000000000000000e+03,1.579328138360660105e+00
9.540000000000000000e+03,1.578122038494884638e+00
9.600000000000000000e+03,1.576915220057928835e+00
9.660000000000000000e+03,1.575707275289161435e+00
9.720000000000000000e+03,1.574497796427952068e+00
9.780000000000000000e+03,1.573286375713671026e+00
9.840000000000000000e+03,1.572072605385687494e+00
9.900000000000000000e+03,1.570856077683371099e+00
9.960000000000000000e+03,1.569636384846091026e+00
1.002000000000000000e+04,1.568413119113217569e+00
1.008000000000000000e+04,1.567185872724120133e+00
1.014000000000000000e+04,1.565954237918167680e+00
1.020000000000000000e+04,1.564717806934730726e+00
1.026000000000000000e+04,1.563476172013178900e+00
1.032000000000000000e+04,1.562228925392880718e+00
1.038000000000000000e+04,1.560975659313206254e+00
1.044000000000000000e+04,1.559715966013525357e+00
1.050000000000000000e+04,1.558449437733207432e+00
1.056000000000000000e+04,1.557175666711622330e+00
1.062000000000000000e+04,1.555894245188139458e+00
1.068000000000000000e+04,1.554604765402128441e+00
1.074000000000000000e+04,1.553306819592958909e+00
1.080000000000000000e+04,1.552000000000000046e+00
1.086000000000000000e+04,1.550677385541490816e+00
1.092000000000000000e+04,1.549333467454289792e+00
1.098000000000000000e+04,1.547969956455696350e+00
1.104000000000000000e+04,1.546588563263009863e+00
1.110000000000000000e+04,1.545190998593530374e+00
1.116000000000000000e+04,1.543778973164557033e+00
1.122000000000000000e+04,1.542354197693389661e+00
1.128000000000000000e+04,1.540918382897327632e+00
1.134000000000000000e+04,1.539473239493670986e+00
1.140000000000000000e+04,1.538020478199718877e+00
1.146000000000000000e+04,1.536561809732770900e+00
1.152000000000000000e+04,1.535098944810126653e+00
1.158000000000000000e+04,1.533633594149085955e+00
1.164000000000000000e+04,1.532167468466948179e+00
1.170000000000000000e+04,1.530702278481012923e+00
1.176000000000000000e+04,1.529239734908579562e+00
1.182000000000000000e+04,1.527781548466947914e+00
1.188000000000000000e+04,1.526329429873417576e+00
1.194000000000000000e+04,1.524885089845288366e+00
1.200000000000000000e+04,1.523450239099859438e+00
1.206000000000000000e+04,1.522026588354430388e+00
1.212000000000000000e+04,1.520615848326301034e+00
1.218000000000000000e+04,1.519219729732770752e+00
1.224000000000000000e+04,1.517839943291139138e+00
1.230000000000000000e+04,1.516478199718706232e+00
1.236000000000000000e+04,1.515136209732770745e+00
1.242000000000000000e+04,1.513815684050632937e+00
1.248000000000000000e+04,1.512518333389592184e+00
1.254000000000000000e+04,1.511245868466947861e+00
1.260000000000000000e+04,1.510000000000000009e+00
1.266000000000000000e+04,1.508774965502645671e+00
1.272000000000000000e+04,1.507563508148148212e+00
1.278000000000000000e+04,1.506365097142857268e+00
1.284000000000000000e+04,1.505179201693121582e+00
1.290000000000000000e+04,1.504005291005291234e+00
1.296000000000000000e+04,1.502842834285714302e+00
1.302000000000000000e+04,1.501691300740740864e+00
1.308000000000000000e+04,1.500550159576719667e+00
1.314000000000000000e+04,1.499418880000000120e+00
1.320000000000000000e+04,1.498296931216931194e+00
1.326000000000000000e+04,1.497183782433862298e+00
1.332000000000000000e+04,1.496078902857142845e+00
1.338000000000000000e+04,1.494981761693121802e+00
1.344000000000000000e+04,1.493891828148148138e+00
1.350000000000000000e+04,1.492808571428571485e+00
1.356000000000000000e+04,1.491731460740740811e+00
1.362000000000000000e+04,1.490659965291005307e+00
1.368000000000000000e+04,1.489593554285714383e+00
1.374000000000000000e+04,1.488531696931216786e+00
1.380000000000000000e+04,1.487473862433862370e+00
1.386000000000000000e+04,1.486419520000000105e+00
1.392000000000000000e+04,1.485368138835978957e+00
1.398000000000000000e+04,1.484319188148148116e+00
1.404000000000000000e+04,1.483272137142857217e+00
1.410000000000000000e+04,1.482226455026455003e+00
1.416000000000000000e+04,1.481181611005290888e+00
1.422000000000000000e+04,1.480137074285714283e+00
1.428000000000000000e+04,1.479092314074074155e+00
1.434000000000000000e+04,1.478046799576719694e+00
1.440000000000000000e+04,1.477000000000000091e+00
1.446000000000000000e+04,1.475951246880303325e+00
1.452000000000000000e+04,1.474900600978336973e+00
1.458000000000000000e+04,1.473848625336927176e+00
1.464000000000000000e+04,1.472795882998901851e+00
1.470000000000000000e+04,1.471742937007087804e+00
1.476000000000000000e+04,1.470690350404312952e+00
1.482000000000000000e+04,1.469638686233403213e+00
1.488000000000000000e+04,1.468588507537186727e+00
1.494000000000000000e+04,1.467540377358490522e+00
1.500000000000000000e+04,1.466494858740142071e+00
1.506000000000000000e+04,1.465452514724967514e+00
1.512000000000000000e+04,1.464413908355794991e+00
1.518000000000000000e+04,1.463379602675451752e+00
1.524000000000000000e+04,1.462350160726764603e+00
1.530000000000000000e+04,1.461326145552560574e+00
1.536000000000000000e+04,1.460308120195667136e+00
1.542000000000000000e+04,1.459296647698911986e+00
1.548000000000000000e+04,1.458292291105121263e+00
1.554000000000000000e+04,1.457295613457122663e+00
1.560000000000000000e+04,1.456307177797743879e+00
1.566000000000000000e+04,1.455327547169811275e+00
1.572000000000000000e+04,1.454357284616152546e+00
1.578000000000000000e+04,1.453396953179594719e+00
1.584000000000000000e+04,1.452447115902965047e+00
1.590000000000000000e+04,1.451508335829090557e+00
1.596000000000000000e+04,1.450581176000798500e+00
1.602000000000000000e+04,1.449666199460916349e+00
1.608000000000000000e+04,1.448763969252271355e+00
1.614000000000000000e+04,1.447875048417690103e+00
1.620000000000000000e+04,1.447000000000000064e+00
1.626000000000000000e+04,1.446140689783368183e+00
1.632000000000000000e+04,1.445297885562543794e+00
1.638000000000000000e+04,1.444470503396226402e+00
1.644000000000000000e+04,1.443657459343116845e+00
1.650000000000000000e+04,1.442857669461914627e+00
1.656000000000000000e+04,1.442070049811320587e+00
1.662000000000000000e+04,1.441293516450034895e+00
1.668000000000000000e+04,1.440526985436757501e+00
1.674000000000000000e+04,1.439769372830188798e+00
1.680000000000000000e+04,1.439019594689028736e+00
1.686000000000000000e+04,1.438276567071977485e+00
1.692000000000000000e+04,1.437539206037735884e+00
1.698000000000000000e+04,1.436806427645003437e+00
1.704000000000000000e+04,1.436077147952480759e+00
1.710000000000000000e+04,1.435350283018867801e+00
1.716000000000000000e+04,1.434624748902864955e+00
1.722000000000000000e+04,1.433899461663172614e+00
1.728000000000000000e+04,1.433173337358490729e+00
1.734000000000000000e+04,1.432445292047519247e+00
1.740000000000000000e+04,1.431714241788959008e+00
1.746000000000000000e+04,1.430979102641509515e+00
1.752000000000000000e+04,1.430238790663871606e+00
1.758000000000000000e+04,1.429492221914744787e+00
1.764000000000000000e+04,1.428738312452830117e+00
1.770000000000000000e+04,1.427975978336827323e+00
1.776000000000000000e+04,1.427204135625436798e+00
1.782000000000000000e+04,1.426421700377358492e+00
1.788000000000000000e+04,1.425627588651292799e+00
1.794000000000000000e+04,1.424820716505939888e+00
1.800000000000000000e+04,1.423999999999999932e+00
1.806000000000000000e+04,1.423164960000000034e+00
1.812000000000000000e+04,1.422316479999999883e+00
1.818000000000000000e+04,1.421455519999999861e+00
1.824000000000000000e+04,1.420583039999999908e+00
1.830000000000000000e+04,1.419699999999999962e+00
1.836000000000000000e+04,1.418807359999999962e+00
1.842000000000000000e+04,1.417906080000000069e+00
1.848000000000000000e+04,1.416997119999999999e+00
1.854000000000000000e+04,1.416081440000000136e+00
1.860000000000000000e+04,1.415159999999999751e+00
1.866000000000000000e+04,1.414233759999999895e+00
1.872000000000000000e+04,1.413303679999999840e+00
1.878000000000000000e+04,1.412370719999999746e+00
1.884000000000000000e+04,1.411435839999999775e+00
1.890000000000000000e+04,1.410499999999999865e+00
1.896000000000000000e+04,1.409564159999999955e+00
1.902000000000000000e+04,1.408629279999999984e+00
1.908000000000000000e+04,1.407696320000000112e+00
1.914000000000000000e+04,1.406766240000000057e+00
1.920000000000000000e+04,1.405839999999999979e+00
1.926000000000000000e+04,1.404918560000000038e+00
1.932000000000000000e+04,1.404002879999999953e+00
1.938000000000000000e+04,1.403093920000000105e+00
1.944000000000000000e+04,1.402192639999999990e+00
1.950000000000000000e+04,1.401299999999999990e+00
1.956000000000000000e+04,1.400416960000000044e+00
1.962000000000000000e+04,1.399544479999999869e+00
1.968000000000000000e+04,1.398683519999999847e+00
1.974000000000000000e+04,1.397835040000000140e+00
1.980000000000000000e+04,1.397000000000000020e+00
1.986000000000000000e+04,1.396173008093947621e+00
1.992000000000000000e+04,1.395348175320686446e+00
1.998000000000000000e+04,1.394525716097561041e+00
2.004000000000000000e+04,1.393705844841915065e+00
2.010000000000000000e+04,1.392888775971092841e+00
2.016000000000000000e+04,1.392074723902438915e+00
2.022000000000000000e+04,1.391263903053297168e+00
2.028000000000000000e+04,1.390456527841011702e+00
2.034000000000000000e+04,1.389652812682926841e+00
2.040000000000000000e+04,1.388852971996386687e+00
2.046000000000000000e+04,1.388057220198735342e+00
2.052000000000000000e+04,1.387265771707317130e+00
2.058000000000000000e+04,1.386478840939476154e+00
2.064000000000000000e+04,1.385696642312556515e+00
2.070000000000000000e+04,1.384919390243902315e+00
2.076000000000000000e+04,1.384147299150858323e+00
2.082000000000000000e+04,1.383380583450767976e+00
2.088000000000000000e+04,1.382619457560975595e+00
2.094000000000000000e+04,1.381864135898825729e+00
2.100000000000000000e+04,1.381114832881662258e+00
2.106000000000000000e+04,1.380371762926829282e+00
2.112000000000000000e+04,1.379635140451671127e+00
2.118000000000000000e+04,1.378905179873532116e+00
2.124000000000000000e+04,1.378182095609756130e+00
2.130000000000000000e+04,1.377466102077687493e+00
2.136000000000000000e+04,1.376757413694670307e+00
2.142000000000000000e+04,1.376056244878048895e+00
2.148000000000000000e+04,1.375362810045167361e+00
2.154000000000000000e+04,1.374677323613369362e+00
2.160000000000000000e+04,1.374000000000000110e+00
2.166000000000000000e+04,1.373332148538782604e+00
2.172000000000000000e+04,1.372674538343221284e+00
2.178000000000000000e+04,1.372026573500329638e+00
2.184000000000000000e+04,1.371387658097121598e+00
2.190000000000000000e+04,1.370757196220611096e+00
2.196000000000000000e+04,1.370134591957811399e+00
2.202000000000000000e+04,1.369519249395737104e+00
2.208000000000000000e+04,1.368910572621401922e+00
2.214000000000000000e+04,1.368307965721819563e+00
2.220000000000000000e+04,1.367710832784003516e+00
2.226000000000000000e+04,1.367118577894968157e+00
2.232000000000000000e+04,1.366530605141727417e+00
2.238000000000000000e+04,1.365946318611294119e+00
2.244000000000000000e+04,1.365365122390683528e+00
2.250000000000000000e+04,1.364786420566908243e+00
2.256000000000000000e+04,1.364209617226983307e+00
2.262000000000000000e+04,1.363634116457921319e+00
2.268000000000000000e+04,1.363059322346737101e+00
2.274000000000000000e+04,1.362484638980443918e+00
2.280000000000000000e+04,1.361909470446055925e+00
2.286000000000000000e+04,1.361333220830586832e+00
2.292000000000000000e+04,1.360755294221050349e+00
2.298000000000000000e+04,1.360175094704460630e+00
2.304000000000000000e+04,1.359592026367831163e+00
2.310000000000000000e+04,1.359005493298176326e+00
2.316000000000000000e+04,1.358414899582509605e+00
2.322000000000000000e+04,1.357819649307844490e+00
2.328000000000000000e+04,1.357219146561195355e+00
2.334000000000000000e+04,1.356612795429575913e+00
2.340000000000000000e+04,1.356000000000000094e+00
2.346000000000000000e+04,1.355380912455312448e+00
2.352000000000000000e+04,1.354756399599599703e+00
2.358000000000000000e+04,1.354126937451737511e+00
2.364000000000000000e+04,1.353493002030602188e+00
2.370000000000000000e+04,1.352855069355069384e+00
2.376000000000000000e+04,1.352213615444015637e+00
2.382000000000000000e+04,1.351569116316316599e+00
2.388000000000000000e+04,1.350922047990847918e+00
2.394000000000000000e+04,1.350272886486486579e+00
2.400000000000000000e+04,1.349622107822107786e+00
2.406000000000000000e+04,1.348970188016588079e+00
2.412000000000000000e+04,1.348317603088803329e+00
2.418000000000000000e+04,1.347664829057629188e+00
2.424000000000000000e+04,1.347012341941941971e+00
2.430000000000000000e+04,1.346360617760617995e+00
2.436000000000000000e+04,1.345710132532532466e+00
2.442000000000000000e+04,1.345061362276562367e+00
2.448000000000000000e+04,1.344414783011582903e+00
2.454000000000000000e+04,1.343770870756471059e+00
2.460000000000000000e+04,1.343130101530101594e+00
2.466000000000000000e+04,1.342492951351351271e+00
2.472000000000000000e+04,1.341859896239096184e+00
2.478000000000000000e+04,1.341231412212212204e+00
2.484000000000000000e+04,1.340607975289575204e+00
2.490000000000000000e+04,1.339990061490061501e+00
2.496000000000000000e+04,1.339378146832546967e+00
2.502000000000000000e+04,1.338772707335907253e+00
2.508000000000000000e+04,1.338174219019019118e+00
2.514000000000000000e+04,1.337583157900757991e+00
2.520000000000000000e+04,1.336999999999999966e+00
2.526000000000000000e+04,1.336419983394383504e+00
2.532000000000000000e+04,1.335838372649572836e+00
2.538000000000000000e+04,1.335255683516483494e+00
2.544000000000000000e+04,1.334672431746031673e+00
2.550000000000000000e+04,1.334089133089133128e+00
2.556000000000000000e+04,1.333506303296703388e+00
2.562000000000000000e+04,1.332924458119657984e+00
2.568000000000000000e+04,1.332344113308913114e+00
2.574000000000000000e+04,1.331765784615384529e+00
2.580000000000000000e+04,1.331189987789987761e+00
2.586000000000000000e+04,1.330617238583638562e+00
2.592000000000000000e+04,1.330048052747252463e+00
2.598000000000000000e+04,1.329482946031745882e+00
2.604000000000000000e+04,1.328922434188034130e+00
2.610000000000000000e+04,1.328367032967032735e+00
2.616000000000000000e+04,1.327817258119657895e+00
2.622000000000000000e+04,1.327273625396825363e+00
2.628000000000000000e+04,1.326736650549450447e+00
2.634000000000000000e+04,1.326206849328449122e+00
2.640000000000000000e+04,1.325684737484737141e+00
2.646000000000000000e+04,1.325170830769230701e+00
2.652000000000000000e+04,1.324665644932844888e+00
2.658000000000000000e+04,1.324169695726495677e+00
2.664000000000000000e+04,1.323683498901098821e+00
2.670000000000000000e+04,1.323207570207570294e+00
2.676000000000000000e+04,1.322742425396825405e+00
2.682000000000000000e+04,1.322288580219780130e+00
2.688000000000000000e+04,1.321846550427350442e+00
2.694000000000000000e+04,1.321416851770451650e+00
2.700000000000000000e+04,1.320999999999999952e+00
2.706000000000000000e+04,1.320595762755762737e+00
2.712000000000000000e+04,1.320203087283087218e+00
2.718000000000000000e+04,1.319821258741258774e+00
2.724000000000000000e+04,1.319449562289562339e+00
2.730000000000000000e+04,1.319087283087283069e+00
2.736000000000000000e+04,1.318733706293706121e+00
2.742000000000000000e+04,1.318388117068117094e+00
2.748000000000000000e+04,1.318049800569800478e+00
2.754000000000000000e+04,1.317718041958041875e+00
2.760000000000000000e+04,1.317392126392126439e+00
2.766000000000000000e+04,1.317071339031339106e+00
2.772000000000000000e+04,1.316754965034965252e+00
2.778000000000000000e+04,1.316442289562289814e+00
2.784000000000000000e+04,1.316132597772597723e+00
2.790000000000000000e+04,1.315825174825174804e+00
2.796000000000000000e+04,1.315519305879305767e+00
2.802000000000000000e+04,1.315214276094275991e+00
2.808000000000000000e+04,1.314909370629370633e+00
2.814000000000000000e+04,1.314603874643874626e+00
2.820000000000000000e+04,1.314297073297073348e+00
2.826000000000000000e+04,1.313988251748251734e+00
2.832000000000000000e+04,1.313676695156695162e+00
2.838000000000000000e+04,1.313361688681688566e+00
2.844000000000000000e+04,1.313042517482517546e+00
2.850000000000000000e+04,1.312718466718466592e+00
2.856000000000000000e+04,1.312388821548821527e+00
2.862000000000000000e+04,1.312052867132867284e+00
2.868000000000000000e+04,1.311709888629888798e+00
2.874000000000000000e+04,1.311359171199171225e+00
2.880000000000000000e+04,1.310999999999999943e+00
2.886000000000000000e+04,1.310631402020201897e+00
2.892000000000000000e+04,1.310253397979798118e+00
2.898000000000000000e+04,1.309866763636363673e+00
2.904000000000000000e+04,1.309472274747474740e+00
2.910000000000000000e+04,1.309070707070707273e+00
2.916000000000000000e+04,1.308662836363636339e+00
2.922000000000000000e+04,1.308249438383838559e+00
2.928000000000000000e+04,1.307831288888888999e+00
2.934000000000000000e+04,1.307409163636363392e+00
2.940000000000000000e+04,1.306983838383838359e+00
2.946000000000000000e+04,1.306556088888888967e+00
2.952000000000000000e+04,1.306126690909090948e+00
2.958000000000000000e+04,1.305696420202020258e+00
2.964000000000000000e+04,1.305266052525252407e+00
2.970000000000000000e+04,1.304836363636363572e+00
2.976000000000000000e+04,1.304408129292929264e+00
2.982000000000000000e+04,1.303982125252525215e+00
2.988000000000000000e+04,1.303559127272727158e+00
2.994000000000000000e+04,1.303139911111111049e+00
3.000000000000000000e+04,1.302725252525252397e+00
3.006000000000000000e+04,1.302315927272727158e+00
3.012000000000000000e+04,1.301912711111111065e+00
3.018000000000000000e+04,1.301516379797979628e+00
3.024000000000000000e+04,1.301127709090909024e+00
3.030000000000000000e+04,1.300747474747474763e+00
3.036000000000000000e+04,1.300376452525252580e+00
3.042000000000000000e+04,1.300015418181817983e+00
3.048000000000000000e+04,1.299665147474747595e+00
3.054000000000000000e+04,1.299326416161616038e+00
3.060000000000000000e+04,1.298999999999999932e+00
3.066000000000000000e+04,1.298684451028806697e+00
3.072000000000000000e+04,1.298377435390946522e+00
3.078000000000000000e+04,1.298078399999999855e+00
3.084000000000000000e+04,1.297786791769547365e+00
3.090000000000000000e+04,1.297502057613168613e+00
3.096000000000000000e+04,1.297223644444444490e+00
3.102000000000000000e+04,1.296950999176954555e+00
3.108000000000000000e+04,1.296683568724279922e+00
3.114000000000000000e+04,1.296420799999999929e+00
3.120000000000000000e+04,1.296162139917695244e+00
3.126000000000000000e+04,1.295907035390946316e+00
3.132000000000000000e+04,1.295654933333333148e+00
3.138000000000000000e+04,1.295405280658436409e+00
3.144000000000000000e+04,1.295157524279835437e+00
3.150000000000000000e+04,1.294911111111111124e+00
3.156000000000000000e+04,1.294665488065843473e+00
3.162000000000000000e+04,1.294420102057613153e+00
3.168000000000000000e+04,1.294174399999999947e+00
3.174000000000000000e+04,1.293927828806584301e+00
3.180000000000000000e+04,1.293679835390946442e+00
3.186000000000000000e+04,1.293429866666666594e+00
3.192000000000000000e+04,1.293177369547324984e+00
3.198000000000000000e+04,1.292921790946502059e+00
3.204000000000000000e+04,1.292662577777777821e+00
3.210000000000000000e+04,1.292399176954732498e+00
3.216000000000000000e+04,1.292131035390946536e+00
3.222000000000000000e+04,1.291857600000000161e+00
3.228000000000000000e+04,1.291578317695473155e+00
3.234000000000000000e+04,1.291292635390946630e+00
3.240000000000000000e+04,1.290999999999999925e+00
3.246000000000000000e+04,1.290700082304526708e+00
3.252000000000000000e+04,1.290393251028806532e+00
3.258000000000000000e+04,1.290080000000000116e+00
3.264000000000000000e+04,1.289760823045267513e+00
3.270000000000000000e+04,1.289436213991769442e+00
3.276000000000000000e+04,1.289106666666666623e+00
3.282000000000000000e+04,1.288772674897119108e+00
3.288000000000000000e+04,1.288434732510287839e+00
3.294000000000000000e+04,1.288093333333333312e+00
3.300000000000000000e+04,1.287748971193415581e+00
3.306000000000000000e+04,1.287402139917695365e+00
3.312000000000000000e+04,1.287053333333333383e+00
3.318000000000000000e+04,1.286703045267489465e+00
3.324000000000000000e+04,1.286351769547325219e+00
3.330000000000000000e+04,1.286000000000000032e+00
3.336000000000000000e+04,1.285648230452674845e+00
3.342000000000000000e+04,1.285296954732510155e+00
3.348000000000000000e+04,1.284946666666666681e+00
3.354000000000000000e+04,1.284597860082304477e+00
3.360000000000000000e+04,1.284251028806584261e+00
3.366000000000000000e+04,1.283906666666666530e+00
3.372000000000000000e+04,1.283565267489711781e+00
3.378000000000000000e+04,1.283227325102880512e+00
3.384000000000000000e+04,1.282893333333332997e+00
3.390000000000000000e+04,1.282563786008230400e+00
3.396000000000000000e+04,1.282239176954732329e+00
3.402000000000000000e+04,1.281919999999999948e+00
3.408000000000000000e+04,1.281606748971193088e+00
3.414000000000000000e+04,1.281299917695473134e+00
3.420000000000000000e+04,1.280999999999999917e+00
3.426000000000000000e+04,1.280705073251028558e+00
3.432000000000000000e+04,1.280412832921810518e+00
3.438000000000000000e+04,1.280123200000000017e+00
3.444000000000000000e+04,1.279836095473251056e+00
3.450000000000000000e+04,1.279551440329217860e+00
3.456000000000000000e+04,1.279269155555555537e+00
3.462000000000000000e+04,1.278989162139917424e+00
3.468000000000000000e+04,1.278711381069958408e+00
3.474000000000000000e+04,1.278435733333333379e+00
3.480000000000000000e+04,1.278162139917695450e+00
3.486000000000000000e+04,1.277890521810699509e+00
3.492000000000000000e+04,1.277620800000000001e+00
