case_id,channel,x_um,y_um,max_receive_um,kind,direction_udeg,x_m,y_m,receive_radius_m,direction_deg
3,9,381119022,799768009,1130049803,directional,50331250.0,381.119022,799.768009,1130.049803,50.33125
3,10,1428443936,-83582942,1274484217,directional,265531066.0,1428.443936,-83.582942,1274.484217,265.531066
3,11,119459897,-1627889666,1222923186,directional,232438935.0,119.459897,-1627.889666,1222.923186,232.438935
3,13,-1189499581,-1179728563,1264626657,omni,,-1189.499581,-1179.728563,1264.626657,
3,15,-496982254,13711388,1387226858,directional,169446113.0,-496.982254,13.711388,1387.226858,169.446113
3,18,-877917687,933082462,1261825415,omni,,-877.917687,933.082462,1261.825415,
3,19,1211250840,216012614,1223396015,directional,33854074.0,1211.25084,216.012614,1223.396015,33.854074
3,20,1269974179,987722451,1064815362,directional,39378933.0,1269.974179,987.722451,1064.815362,39.378933
4,2,499632756,-1368319229,1129081144,omni,,499.632756,-1368.319229,1129.081144,
4,3,993502211,328636773,1394341779,directional,272513727.0,993.502211,328.636773,1394.341779,272.513727
4,5,422065774,970967526,1481058771,omni,,422.065774,970.967526,1481.058771,
4,8,-492492022,-276398637,1455898662,directional,179242016.0,-492.492022,-276.398637,1455.898662,179.242016
4,9,900093883,282310509,1185504384,omni,,900.093883,282.310509,1185.504384,
4,11,329194097,-131101208,1315862795,directional,139825443.0,329.194097,-131.101208,1315.862795,139.825443
4,12,1045615162,-391220851,1317523054,omni,,1045.615162,-391.220851,1317.523054,
4,13,-518956137,-405526300,1328277838,omni,,-518.956137,-405.5263,1328.277838,
4,14,1376187588,803937564,1224489437,directional,161511421.0,1376.187588,803.937564,1224.489437,161.511421
4,15,-862819844,337705212,1371922110,omni,,-862.819844,337.705212,1371.92211,
4,16,464765808,1617154823,1153868024,omni,,464.765808,1617.154823,1153.868024,
4,17,145836695,-462017000,1146717729,omni,,145.836695,-462.017,1146.717729,
4,19,-1433742903,569699070,1098961354,omni,,-1433.742903,569.69907,1098.961354,
4,20,1241962387,1210096113,1472866140,omni,,1241.962387,1210.096113,1472.86614,
5,1,109314143,-426541943,1016173032,directional,350263629.0,109.314143,-426.541943,1016.173032,350.263629
5,2,-326727105,-148963522,1248542582,directional,28624827.0,-326.727105,-148.963522,1248.542582,28.624827
5,5,-1256830826,-461995947,1167036939,directional,90852153.0,-1256.830826,-461.995947,1167.036939,90.852153
5,6,-791669009,-178994956,1057114614,directional,329458301.0,-791.669009,-178.994956,1057.114614,329.458301
5,7,-483569833,346410145,1390900066,directional,175636766.0,-483.569833,346.410145,1390.900066,175.636766
5,8,-103030241,597406615,1140186275,directional,24703811.0,-103.030241,597.406615,1140.186275,24.703811
5,9,-533663912,416315873,1110029979,directional,21095461.0,-533.663912,416.315873,1110.029979,21.095461
5,11,-1413328949,-1024826711,1259752728,directional,242309131.0,-1413.328949,-1024.826711,1259.752728,242.309131
5,12,-358462702,-565829110,1083983129,directional,305467622.0,-358.462702,-565.82911,1083.983129,305.467622
5,14,356378240,-1214641756,1119901203,directional,140155481.0,356.37824,-1214.641756,1119.901203,140.155481
5,15,316718662,-248157226,1192048596,directional,173577558.0,316.718662,-248.157226,1192.048596,173.577558
5,16,784180616,604293511,1259095358,directional,247624458.0,784.180616,604.293511,1259.095358,247.624458
5,17,1566225,1216671687,1094057312,directional,166882582.0,1.566225,1216.671687,1094.057312,166.882582
5,18,-987966179,-1396857495,1337575316,directional,348111194.0,-987.966179,-1396.857495,1337.575316,348.111194
5,20,-1266610665,732695918,1368964105,directional,88514338.0,-1266.610665,732.695918,1368.964105,88.514338
6,1,-243042137,-1065465088,1052420933,omni,,-243.042137,-1065.465088,1052.420933,
6,2,277967836,-288708564,1365093420,omni,,277.967836,-288.708564,1365.09342,
6,3,432530333,-280391308,1423376988,omni,,432.530333,-280.391308,1423.376988,
6,4,1287548970,1214533059,1136696217,omni,,1287.54897,1214.533059,1136.696217,
6,5,-1018900494,-599309547,1232860689,omni,,-1018.900494,-599.309547,1232.860689,
6,7,-1318635268,-794017988,1199540184,directional,122575138.0,-1318.635268,-794.017988,1199.540184,122.575138
6,9,1565865984,-232251684,1236157543,omni,,1565.865984,-232.251684,1236.157543,
6,10,332734795,-691687135,1021159887,omni,,332.734795,-691.687135,1021.159887,
6,13,-39581993,841483436,1058224339,omni,,-39.581993,841.483436,1058.224339,
6,14,-501805090,721955499,1182067450,directional,22230388.0,-501.80509,721.955499,1182.06745,22.230388
6,15,877928926,-1506902222,1097095575,omni,,877.928926,-1506.902222,1097.095575,
6,16,390727243,-23641098,1174526526,omni,,390.727243,-23.641098,1174.526526,
6,18,-438748569,-387703056,1295338390,omni,,-438.748569,-387.703056,1295.33839,
6,20,18710918,901865802,1043764101,directional,43359915.0,18.710918,901.865802,1043.764101,43.359915
7,1,-1434885735,-137850229,1047326661,omni,,-1434.885735,-137.850229,1047.326661,
7,2,-89838869,1520047616,1415915699,omni,,-89.838869,1520.047616,1415.915699,
7,3,-116693019,-1615215645,1015466117,omni,,-116.693019,-1615.215645,1015.466117,
7,4,623484462,-682445401,1200268037,omni,,623.484462,-682.445401,1200.268037,
7,5,-1157547295,1119603161,1261954088,omni,,-1157.547295,1119.603161,1261.954088,
7,6,-1530633363,-814671479,1218151061,omni,,-1530.633363,-814.671479,1218.151061,
7,7,-1386205154,-462089198,1053928092,omni,,-1386.205154,-462.089198,1053.928092,
7,10,328588338,-172028022,1079773923,omni,,328.588338,-172.028022,1079.773923,
7,11,-730639619,-880994186,1240991384,directional,114501575.0,-730.639619,-880.994186,1240.991384,114.501575
7,13,-1082370734,1251475156,1141205842,omni,,-1082.370734,1251.475156,1141.205842,
7,14,172657875,-698013518,1149584851,omni,,172.657875,-698.013518,1149.584851,
7,17,260522063,-1681358371,1117460975,omni,,260.522063,-1681.358371,1117.460975,
7,18,654996597,-445585192,1289797295,omni,,654.996597,-445.585192,1289.797295,
7,19,-1427631133,-92233530,1291832096,omni,,-1427.631133,-92.23353,1291.832096,
8,3,-633496292,-774178625,1105117049,omni,,-633.496292,-774.178625,1105.117049,
8,6,598067794,731730751,1004608355,omni,,598.067794,731.730751,1004.608355,
8,11,904147063,-1470463016,1297710554,omni,,904.147063,-1470.463016,1297.710554,
8,12,-535354167,-1452645460,1393998134,omni,,-535.354167,-1452.64546,1393.998134,
8,13,-621471155,208592163,1211759595,directional,272298240.0,-621.471155,208.592163,1211.759595,272.29824
8,14,-811365787,-491507490,1183217568,omni,,-811.365787,-491.50749,1183.217568,
8,15,-1064828752,997064432,1352131373,omni,,-1064.828752,997.064432,1352.131373,
8,16,1544857053,574457322,1211322233,directional,101016963.0,1544.857053,574.457322,1211.322233,101.016963
8,18,70714629,1479336420,1229923440,directional,22294860.0,70.714629,1479.33642,1229.92344,22.29486
8,19,-1268111583,1108935681,1295866325,omni,,-1268.111583,1108.935681,1295.866325,
9,1,-1041901304,-619245572,1284572666,omni,,-1041.901304,-619.245572,1284.572666,
9,2,-98455706,-1209771157,1070419970,omni,,-98.455706,-1209.771157,1070.41997,
9,3,771635853,131351317,1214503687,omni,,771.635853,131.351317,1214.503687,
9,4,642478280,-434997465,1156422654,omni,,642.47828,-434.997465,1156.422654,
9,6,447304914,1627115776,1455118881,directional,11313072.0,447.304914,1627.115776,1455.118881,11.313072
9,7,949237673,1234544084,1082907445,omni,,949.237673,1234.544084,1082.907445,
9,10,1324694439,950645192,1413036065,directional,310432271.0,1324.694439,950.645192,1413.036065,310.432271
9,11,1056937954,-1137669272,1435719408,omni,,1056.937954,-1137.669272,1435.719408,
9,12,-536248551,-631279638,1320198435,omni,,-536.248551,-631.279638,1320.198435,
9,13,358026180,-323204101,1063503087,directional,351476558.0,358.02618,-323.204101,1063.503087,351.476558
9,14,834850583,-68901146,1046135703,directional,58371265.0,834.850583,-68.901146,1046.135703,58.371265
9,15,493412472,327762196,1202329219,directional,289738639.0,493.412472,327.762196,1202.329219,289.738639
9,16,511360683,-107616757,1435193164,omni,,511.360683,-107.616757,1435.193164,
9,18,-369054204,1576882267,1319486958,directional,95108308.0,-369.054204,1576.882267,1319.486958,95.108308
9,19,1508448617,-659234829,1104678355,directional,145863057.0,1508.448617,-659.234829,1104.678355,145.863057
9,20,-1097485004,1143636272,1045268055,omni,,-1097.485004,1143.636272,1045.268055,
10,2,-1644463933,-201492198,1216177346,omni,,-1644.463933,-201.492198,1216.177346,
10,3,1133676700,-903947357,1153479908,directional,97093746.0,1133.6767,-903.947357,1153.479908,97.093746
10,4,311136889,-767603651,1306271380,omni,,311.136889,-767.603651,1306.27138,
10,5,742174004,-219699358,1291335494,omni,,742.174004,-219.699358,1291.335494,
10,6,-702438845,-893063254,1431944661,omni,,-702.438845,-893.063254,1431.944661,
10,7,1181873893,-584960544,1177108990,directional,152514375.0,1181.873893,-584.960544,1177.10899,152.514375
10,8,-29018871,1633354987,1220579844,omni,,-29.018871,1633.354987,1220.579844,
10,9,91216271,-1276612964,1386656601,omni,,91.216271,-1276.612964,1386.656601,
10,13,-488756817,-115969011,1158722007,omni,,-488.756817,-115.969011,1158.722007,
10,14,466634139,-673909819,1291842296,directional,302606692.0,466.634139,-673.909819,1291.842296,302.606692
10,16,54751300,434766618,1361700304,omni,,54.7513,434.766618,1361.700304,
10,18,347757588,-1449082134,1391753643,directional,110095327.0,347.757588,-1449.082134,1391.753643,110.095327
10,19,621925961,89426606,1043360482,directional,342918166.0,621.925961,89.426606,1043.360482,342.918166
10,20,-623407474,-1052208338,1096525896,omni,,-623.407474,-1052.208338,1096.525896,
11,2,1325487094,227314879,1228645189,directional,67811632.0,1325.487094,227.314879,1228.645189,67.811632
11,4,-725028740,-866762945,1256786971,directional,39836160.0,-725.02874,-866.762945,1256.786971,39.83616
11,7,-1669651787,32343965,1427508525,directional,180351353.0,-1669.651787,32.343965,1427.508525,180.351353
11,8,-82664293,828187761,1489535329,omni,,-82.664293,828.187761,1489.535329,
11,9,-17351712,1196608577,1079073890,directional,292947612.0,-17.351712,1196.608577,1079.07389,292.947612
11,10,-1170446008,-859044534,1449045537,omni,,-1170.446008,-859.044534,1449.045537,
11,13,1369164709,-463643793,1294755186,directional,348359568.0,1369.164709,-463.643793,1294.755186,348.359568
11,16,-667637548,-252945356,1477076818,directional,303263294.0,-667.637548,-252.945356,1477.076818,303.263294
11,18,-834588300,-962907110,1194896165,directional,26755316.0,-834.5883,-962.90711,1194.896165,26.755316
11,19,1102634909,-1061330159,1292459299,directional,217495476.0,1102.634909,-1061.330159,1292.459299,217.495476
11,20,-1117134852,152582958,1477492258,directional,190542611.0,-1117.134852,152.582958,1477.492258,190.542611
12,2,-1469011253,-370009179,1225250599,omni,,-1469.011253,-370.009179,1225.250599,
12,3,-772755018,907614842,1408466829,omni,,-772.755018,907.614842,1408.466829,
12,4,1378871950,-748691176,1435824576,directional,308020907.0,1378.87195,-748.691176,1435.824576,308.020907
12,5,558033507,340495577,1498594211,omni,,558.033507,340.495577,1498.594211,
12,7,1096909412,-90072678,1310745043,directional,308115148.0,1096.909412,-90.072678,1310.745043,308.115148
12,8,-168252060,-1016755172,1101991931,directional,149146985.0,-168.25206,-1016.755172,1101.991931,149.146985
12,9,1539368762,448967082,1092057838,omni,,1539.368762,448.967082,1092.057838,
12,10,-1079147033,-881114418,1130774862,omni,,-1079.147033,-881.114418,1130.774862,
12,11,343346698,1691583071,1191517257,directional,163902144.0,343.346698,1691.583071,1191.517257,163.902144
12,12,1128594799,-1277984093,1187767579,directional,9662450.0,1128.594799,-1277.984093,1187.767579,9.66245
12,13,-652607079,-863347338,1020916430,directional,134436946.0,-652.607079,-863.347338,1020.91643,134.436946
12,15,885495474,-945217575,1280513261,omni,,885.495474,-945.217575,1280.513261,
12,17,-797250866,-121988694,1360069287,omni,,-797.250866,-121.988694,1360.069287,
12,20,826248139,143474115,1175962350,omni,,826.248139,143.474115,1175.96235,
13,1,735417411,-725304301,1081650851,omni,,735.417411,-725.304301,1081.650851,
13,2,827976011,688465802,1402756509,omni,,827.976011,688.465802,1402.756509,
13,3,120702169,1432180726,1020300681,omni,,120.702169,1432.180726,1020.300681,
13,4,1425528001,787559929,1279181339,omni,,1425.528001,787.559929,1279.181339,
13,6,-107294920,-1718526231,1080906444,omni,,-107.29492,-1718.526231,1080.906444,
13,7,110052092,-903712924,1421225842,omni,,110.052092,-903.712924,1421.225842,
13,8,-1059273246,829447384,1112624789,omni,,-1059.273246,829.447384,1112.624789,
13,9,56573082,856320345,1178316941,omni,,56.573082,856.320345,1178.316941,
13,10,-641607707,964056816,1075663333,omni,,-641.607707,964.056816,1075.663333,
13,11,-650237397,-1550412813,1250434739,omni,,-650.237397,-1550.412813,1250.434739,
13,13,-938668031,1046134800,1128467110,omni,,-938.668031,1046.1348,1128.46711,
13,14,-998102731,-1280716822,1425732120,omni,,-998.102731,-1280.716822,1425.73212,
13,15,258272717,-440210258,1112065672,omni,,258.272717,-440.210258,1112.065672,
13,17,228369020,597383708,1498175119,omni,,228.36902,597.383708,1498.175119,
13,18,-519427861,1319410775,1460391818,directional,64224631.0,-519.427861,1319.410775,1460.391818,64.224631
13,20,1355981815,229986135,1381572757,directional,327345600.0,1355.981815,229.986135,1381.572757,327.3456
14,2,33418694,-1334670196,1422954594,directional,189758224.0,33.418694,-1334.670196,1422.954594,189.758224
14,3,-1344451408,663234534,1006443218,omni,,-1344.451408,663.234534,1006.443218,
14,4,644307551,1068838790,1066666726,omni,,644.307551,1068.83879,1066.666726,
14,5,-1545036130,166876986,1211731702,directional,73719058.0,-1545.03613,166.876986,1211.731702,73.719058
14,6,568855721,596157993,1160735786,omni,,568.855721,596.157993,1160.735786,
14,10,1132635303,948330741,1062643730,directional,127539675.0,1132.635303,948.330741,1062.64373,127.539675
14,12,536877058,-369567401,1254520148,omni,,536.877058,-369.567401,1254.520148,
14,14,1273833310,470131983,1499453612,omni,,1273.83331,470.131983,1499.453612,
14,15,-1046061719,67885058,1270533760,omni,,-1046.061719,67.885058,1270.53376,
14,19,-916719596,-903174217,1123914522,omni,,-916.719596,-903.174217,1123.914522,
14,20,988490126,388978939,1399155008,omni,,988.490126,388.978939,1399.155008,
15,2,-277316622,872583857,1094672725,omni,,-277.316622,872.583857,1094.672725,
15,4,1150309352,85310476,1295090461,omni,,1150.309352,85.310476,1295.090461,
15,5,-481132193,1238695740,1456949893,omni,,-481.132193,1238.69574,1456.949893,
15,6,-1125947737,1211101085,1218182141,omni,,-1125.947737,1211.101085,1218.182141,
15,7,-633883780,321690143,1397816098,omni,,-633.88378,321.690143,1397.816098,
15,9,1456609845,473468817,1447191224,omni,,1456.609845,473.468817,1447.191224,
15,10,-387804066,-1687488225,1165992806,omni,,-387.804066,-1687.488225,1165.992806,
15,11,538043771,1076291587,1231833887,directional,315754599.0,538.043771,1076.291587,1231.833887,315.754599
15,12,-366558964,457644331,1099667669,omni,,-366.558964,457.644331,1099.667669,
15,14,-878858114,992926402,1350516148,omni,,-878.858114,992.926402,1350.516148,
15,16,-635549390,239959035,1208351123,omni,,-635.54939,239.959035,1208.351123,
15,17,-957482212,459752718,1350159091,omni,,-957.482212,459.752718,1350.159091,
15,18,-78711641,1061686273,1041450120,omni,,-78.711641,1061.686273,1041.45012,
15,19,110611905,1383846767,1459744073,omni,,110.611905,1383.846767,1459.744073,
15,20,-760320620,-972204504,1147082380,omni,,-760.32062,-972.204504,1147.08238,
16,1,-1583185613,-92384365,1391280614,directional,186295678.0,-1583.185613,-92.384365,1391.280614,186.295678
16,3,1361759197,625728327,1143622930,directional,335582144.0,1361.759197,625.728327,1143.62293,335.582144
16,4,-246792662,-1189372844,1436821879,directional,271985079.0,-246.792662,-1189.372844,1436.821879,271.985079
16,5,1131707324,-742365941,1362641670,directional,189238388.0,1131.707324,-742.365941,1362.64167,189.238388
16,7,13689710,-608811350,1097166613,directional,351137565.0,13.68971,-608.81135,1097.166613,351.137565
16,8,1192315723,-1071486265,1279166724,directional,236942726.0,1192.315723,-1071.486265,1279.166724,236.942726
16,9,1195498273,-762508353,1319539376,directional,47091398.0,1195.498273,-762.508353,1319.539376,47.091398
16,10,-833808647,-27909371,1364167655,directional,339112571.0,-833.808647,-27.909371,1364.167655,339.112571
16,13,238019780,-840254418,1274829696,directional,14167659.0,238.01978,-840.254418,1274.829696,14.167659
16,14,-337853403,1458979490,1446908356,directional,94047638.0,-337.853403,1458.97949,1446.908356,94.047638
16,16,803677048,-263339099,1093249754,directional,262691934.0,803.677048,-263.339099,1093.249754,262.691934
16,17,1485631605,303700915,1316126865,directional,85685599.0,1485.631605,303.700915,1316.126865,85.685599
16,19,-1649230138,636841675,1015820269,directional,282467651.0,-1649.230138,636.841675,1015.820269,282.467651
17,1,-184624362,-755703873,1104500888,directional,225147806.0,-184.624362,-755.703873,1104.500888,225.147806
17,2,-237339397,-646489741,1304436782,directional,200284043.0,-237.339397,-646.489741,1304.436782,200.284043
17,3,1007542976,-956762402,1019098473,directional,25238613.0,1007.542976,-956.762402,1019.098473,25.238613
17,4,763958533,-78697405,1164238300,omni,,763.958533,-78.697405,1164.2383,
17,6,-886918498,434903752,1367445665,directional,285293607.0,-886.918498,434.903752,1367.445665,285.293607
17,7,428766566,-406992677,1171239234,directional,309832085.0,428.766566,-406.992677,1171.239234,309.832085
17,8,87501865,-11221246,1062739128,directional,236067484.0,87.501865,-11.221246,1062.739128,236.067484
17,10,-1483046485,793156734,1447715718,directional,85664406.0,-1483.046485,793.156734,1447.715718,85.664406
17,12,-1447833807,-868036792,1411104058,directional,207784299.0,-1447.833807,-868.036792,1411.104058,207.784299
17,13,-284714475,301589661,1006591740,directional,204290899.0,-284.714475,301.589661,1006.59174,204.290899
17,17,1108191395,-552138276,1011497733,directional,100562397.0,1108.191395,-552.138276,1011.497733,100.562397
17,18,1697914885,29575578,1445023721,directional,320405386.0,1697.914885,29.575578,1445.023721,320.405386
18,1,-726074423,811596842,1443971177,omni,,-726.074423,811.596842,1443.971177,
18,2,410904748,-1331051841,1480240915,omni,,410.904748,-1331.051841,1480.240915,
18,3,-615276363,1143247961,1291132616,omni,,-615.276363,1143.247961,1291.132616,
18,4,248904054,147750326,1204401450,omni,,248.904054,147.750326,1204.40145,
18,6,72312791,773360714,1350786664,omni,,72.312791,773.360714,1350.786664,
18,8,-841856556,-895733281,1303167356,omni,,-841.856556,-895.733281,1303.167356,
18,9,-173051772,1713838626,1143602985,omni,,-173.051772,1713.838626,1143.602985,
18,11,1264847104,-446862451,1292595947,directional,274960355.0,1264.847104,-446.862451,1292.595947,274.960355
18,13,-982749623,341978277,1066539001,directional,98779944.0,-982.749623,341.978277,1066.539001,98.779944
18,14,-1729847033,-2598220,1113210165,omni,,-1729.847033,-2.59822,1113.210165,
18,16,101953208,-1418286917,1092930502,omni,,101.953208,-1418.286917,1092.930502,
18,18,-1153092614,980010566,1235343406,omni,,-1153.092614,980.010566,1235.343406,
18,19,-997372081,652677099,1309346122,omni,,-997.372081,652.677099,1309.346122,
18,20,279669308,1213541262,1089495102,omni,,279.669308,1213.541262,1089.495102,
19,1,-2419888,-1639471894,1311046135,omni,,-2.419888,-1639.471894,1311.046135,
19,2,-380155631,1177338628,1052407931,omni,,-380.155631,1177.338628,1052.407931,
19,3,-477961238,-1352146704,1093349444,omni,,-477.961238,-1352.146704,1093.349444,
19,4,568940378,593220626,1283647448,omni,,568.940378,593.220626,1283.647448,
19,5,523291295,1361450171,1425445626,omni,,523.291295,1361.450171,1425.445626,
19,6,-954695046,528649900,1284070016,omni,,-954.695046,528.6499,1284.070016,
19,7,1638257379,603670486,1199810942,omni,,1638.257379,603.670486,1199.810942,
19,9,1189763364,-613523725,1251554806,omni,,1189.763364,-613.523725,1251.554806,
19,10,1542190403,127161312,1170414417,omni,,1542.190403,127.161312,1170.414417,
19,12,-674924575,-770989820,1057831474,directional,276469979.0,-674.924575,-770.98982,1057.831474,276.469979
19,14,545731042,-1274432838,1174685192,omni,,545.731042,-1274.432838,1174.685192,
19,15,1007674235,-327131973,1404213220,omni,,1007.674235,-327.131973,1404.21322,
19,18,-1702089027,159337521,1410930204,omni,,-1702.089027,159.337521,1410.930204,
19,19,749624732,-1559092998,1157320246,omni,,749.624732,-1559.092998,1157.320246,
19,20,599521704,1202097897,1369337114,omni,,599.521704,1202.097897,1369.337114,
20,1,938574643,1245277756,1195609729,directional,201745446.0,938.574643,1245.277756,1195.609729,201.745446
20,2,412251288,1370296241,1082117137,omni,,412.251288,1370.296241,1082.117137,
20,3,424574702,140965843,1014107965,omni,,424.574702,140.965843,1014.107965,
20,4,842256989,710334406,1474944240,directional,238632543.0,842.256989,710.334406,1474.94424,238.632543
20,5,406289181,355949186,1111218335,directional,113352671.0,406.289181,355.949186,1111.218335,113.352671
20,7,-87494555,1055402314,1237033389,omni,,-87.494555,1055.402314,1237.033389,
20,8,590673641,91660003,1166323331,directional,350270607.0,590.673641,91.660003,1166.323331,350.270607
20,9,614980379,1368187014,1415790373,directional,255713398.0,614.980379,1368.187014,1415.790373,255.713398
20,10,1097502953,191117596,1003793193,directional,109571520.0,1097.502953,191.117596,1003.793193,109.57152
20,13,163509553,-867369881,1168974146,omni,,163.509553,-867.369881,1168.974146,
20,14,-1319774569,550268602,1013779969,omni,,-1319.774569,550.268602,1013.779969,
20,15,977700061,1102740867,1377729154,omni,,977.700061,1102.740867,1377.729154,
20,16,-739078417,1411723593,1206673005,directional,59513637.0,-739.078417,1411.723593,1206.673005,59.513637
20,18,70621946,-708104920,1105017651,directional,309940596.0,70.621946,-708.10492,1105.017651,309.940596
20,19,-673491508,1078457783,1254944564,omni,,-673.491508,1078.457783,1254.944564,
20,20,109049059,237391339,1076232511,directional,193130088.0,109.049059,237.391339,1076.232511,193.130088
21,1,768018945,-1059765182,1192559831,omni,,768.018945,-1059.765182,1192.559831,
21,2,994431323,1014091482,1064761806,omni,,994.431323,1014.091482,1064.761806,
21,3,1352380139,-1091564100,1208234876,omni,,1352.380139,-1091.5641,1208.234876,
21,4,-683372857,-1614655059,1348445440,omni,,-683.372857,-1614.655059,1348.44544,
21,5,1137500633,-177341268,1463533575,omni,,1137.500633,-177.341268,1463.533575,
21,6,1655834464,-507681316,1374335185,directional,323382205.0,1655.834464,-507.681316,1374.335185,323.382205
21,7,403462969,1450748308,1176975614,omni,,403.462969,1450.748308,1176.975614,
21,8,-703137579,-806027239,1266343652,directional,231658129.0,-703.137579,-806.027239,1266.343652,231.658129
21,9,183600772,928563023,1419720146,directional,6407587.0,183.600772,928.563023,1419.720146,6.407587
21,14,-472565911,-657984438,1182681704,omni,,-472.565911,-657.984438,1182.681704,
21,15,176424016,-1258232228,1196850566,omni,,176.424016,-1258.232228,1196.850566,
21,17,736350233,118725648,1087782761,omni,,736.350233,118.725648,1087.782761,
21,18,1011556064,-1295289487,1198073216,directional,355790575.0,1011.556064,-1295.289487,1198.073216,355.790575
22,2,332358367,-808113655,1110346840,directional,97126239.0,332.358367,-808.113655,1110.34684,97.126239
22,4,350239928,-1715760285,1115454788,omni,,350.239928,-1715.760285,1115.454788,
22,6,1491422791,-420075386,1496884605,directional,347740231.0,1491.422791,-420.075386,1496.884605,347.740231
22,8,55977020,1670031223,1154588473,directional,30252013.0,55.97702,1670.031223,1154.588473,30.252013
