case_id,channel,x_um,y_um,max_receive_um,kind,direction_udeg
13,6,-107294920,-1718526231,1080906444,omni,
13,7,110052092,-903712924,1421225842,omni,
13,8,-1059273246,829447384,1112624789,omni,
13,9,56573082,856320345,1178316941,omni,
13,10,-641607707,964056816,1075663333,omni,
13,11,-650237397,-1550412813,1250434739,omni,
13,13,-938668031,1046134800,1128467110,omni,
13,14,-998102731,-1280716822,1425732120,omni,
13,15,258272717,-440210258,1112065672,omni,
13,17,228369020,597383708,1498175119,omni,
13,18,-519427861,1319410775,1460391818,directional,64224631.0
13,20,1355981815,229986135,1381572757,directional,327345600.0
14,2,33418694,-1334670196,1422954594,directional,189758224.0
14,3,-1344451408,663234534,1006443218,omni,
14,4,644307551,1068838790,1066666726,omni,
14,5,-1545036130,166876986,1211731702,directional,73719058.0
14,6,568855721,596157993,1160735786,omni,
14,10,1132635303,948330741,1062643730,directional,127539675.0
14,12,536877058,-369567401,1254520148,omni,
14,14,1273833310,470131983,1499453612,omni,
14,15,-1046061719,67885058,1270533760,omni,
14,19,-916719596,-903174217,1123914522,omni,
14,20,988490126,388978939,1399155008,omni,
15,2,-277316622,872583857,1094672725,omni,
15,4,1150309352,85310476,1295090461,omni,
15,5,-481132193,1238695740,1456949893,omni,
15,6,-1125947737,1211101085,1218182141,omni,
15,7,-633883780,321690143,1397816098,omni,
15,9,1456609845,473468817,1447191224,omni,
15,10,-387804066,-1687488225,1165992806,omni,
15,11,538043771,1076291587,1231833887,directional,315754599.0
15,12,-366558964,457644331,1099667669,omni,
15,14,-878858114,992926402,1350516148,omni,
15,16,-635549390,239959035,1208351123,omni,
15,17,-957482212,459752718,1350159091,omni,
15,18,-78711641,1061686273,1041450120,omni,
15,19,110611905,1383846767,1459744073,omni,
15,20,-760320620,-972204504,1147082380,omni,
16,1,-1583185613,-92384365,1391280614,directional,186295678.0
16,3,1361759197,625728327,1143622930,directional,335582144.0
16,4,-246792662,-1189372844,1436821879,directional,271985079.0
16,5,1131707324,-742365941,1362641670,directional,189238388.0
16,7,13689710,-608811350,1097166613,directional,351137565.0
16,8,1192315723,-1071486265,1279166724,directional,236942726.0
16,9,1195498273,-762508353,1319539376,directional,47091398.0
16,10,-833808647,-27909371,1364167655,directional,339112571.0
16,13,238019780,-840254418,1274829696,directional,14167659.0
16,14,-337853403,1458979490,1446908356,directional,94047638.0
16,16,803677048,-263339099,1093249754,directional,262691934.0
16,17,1485631605,303700915,1316126865,directional,85685599.0
16,19,-1649230138,636841675,1015820269,directional,282467651.0
17,1,-184624362,-755703873,1104500888,directional,225147806.0
17,2,-237339397,-646489741,1304436782,directional,200284043.0
17,3,1007542976,-956762402,1019098473,directional,25238613.0
17,4,763958533,-78697405,1164238300,omni,
17,6,-886918498,434903752,1367445665,directional,285293607.0
17,7,428766566,-406992677,1171239234,directional,309832085.0
17,8,87501865,-11221246,1062739128,directional,236067484.0
17,10,-1483046485,793156734,1447715718,directional,85664406.0
17,12,-1447833807,-868036792,1411104058,directional,207784299.0
17,13,-284714475,301589661,1006591740,directional,204290899.0
17,17,1108191395,-552138276,1011497733,directional,100562397.0
17,18,1697914885,29575578,1445023721,directional,320405386.0
18,1,-726074423,811596842,1443971177,omni,
18,2,410904748,-1331051841,1480240915,omni,
18,3,-615276363,1143247961,1291132616,omni,
18,4,248904054,147750326,1204401450,omni,
18,6,72312791,773360714,1350786664,omni,
18,8,-841856556,-895733281,1303167356,omni,
18,9,-173051772,1713838626,1143602985,omni,
18,11,1264847104,-446862451,1292595947,directional,274960355.0
18,13,-982749623,341978277,1066539001,directional,98779944.0
18,14,-1729847033,-2598220,1113210165,omni,
18,16,101953208,-1418286917,1092930502,omni,
18,18,-1153092614,980010566,1235343406,omni,
18,19,-997372081,652677099,1309346122,omni,
18,20,279669308,1213541262,1089495102,omni,
19,1,-2419888,-1639471894,1311046135,omni,
19,2,-380155631,1177338628,1052407931,omni,
19,3,-477961238,-1352146704,1093349444,omni,
19,4,568940378,593220626,1283647448,omni,
19,5,523291295,1361450171,1425445626,omni,
19,6,-954695046,528649900,1284070016,omni,
19,7,1638257379,603670486,1199810942,omni,
19,9,1189763364,-613523725,1251554806,omni,
19,10,1542190403,127161312,1170414417,omni,
19,12,-674924575,-770989820,1057831474,directional,276469979.0
19,14,545731042,-1274432838,1174685192,omni,
19,15,1007674235,-327131973,1404213220,omni,
19,18,-1702089027,159337521,1410930204,omni,
19,19,749624732,-1559092998,1157320246,omni,
19,20,599521704,1202097897,1369337114,omni,
20,1,938574643,1245277756,1195609729,directional,201745446.0
20,2,412251288,1370296241,1082117137,omni,
20,3,424574702,140965843,1014107965,omni,
20,4,842256989,710334406,1474944240,directional,238632543.0
20,5,406289181,355949186,1111218335,directional,113352671.0
20,7,-87494555,1055402314,1237033389,omni,
20,8,590673641,91660003,1166323331,directional,350270607.0
20,9,614980379,1368187014,1415790373,directional,255713398.0
20,10,1097502953,191117596,1003793193,directional,109571520.0
20,13,163509553,-867369881,1168974146,omni,
20,14,-1319774569,550268602,1013779969,omni,
20,15,977700061,1102740867,1377729154,omni,
20,16,-739078417,1411723593,1206673005,directional,59513637.0
20,18,70621946,-708104920,1105017651,directional,309940596.0
20,19,-673491508,1078457783,1254944564,omni,
20,20,109049059,237391339,1076232511,directional,193130088.0
21,1,768018945,-1059765182,1192559831,omni,
21,2,994431323,1014091482,1064761806,omni,
21,3,1352380139,-1091564100,1208234876,omni,
21,4,-683372857,-1614655059,1348445440,omni,
21,5,1137500633,-177341268,1463533575,omni,
21,6,1655834464,-507681316,1374335185,directional,323382205.0
21,7,403462969,1450748308,1176975614,omni,
21,8,-703137579,-806027239,1266343652,directional,231658129.0
21,9,183600772,928563023,1419720146,directional,6407587.0
21,14,-472565911,-657984438,1182681704,omni,
21,15,176424016,-1258232228,1196850566,omni,
21,17,736350233,118725648,1087782761,omni,
21,18,1011556064,-1295289487,1198073216,directional,355790575.0
22,2,332358367,-808113655,1110346840,directional,97126239.0
22,4,350239928,-1715760285,1115454788,omni,
22,6,1491422791,-420075386,1496884605,directional,347740231.0
22,8,55977020,1670031223,1154588473,directional,30252013.0
22,9,-241751436,1473522908,1498229191,directional,87883790.0
22,10,1296787413,126509893,1305575546,directional,117425265.0
22,11,-273782669,395323662,1343955833,directional,37890122.0
22,14,1232559322,-735872242,1228911541,directional,263508051.0
22,15,-710384775,-1088559623,1439395963,directional,190576997.0
22,16,-235904006,391848648,1075100379,omni,
22,17,-556538438,1280819286,1041209218,directional,236366353.0
22,19,1649524324,-569829095,1252350832,directional,234540871.0
23,1,-1564037049,200468923,1470925531,omni,
23,3,1344068085,-1135514281,1254887361,directional,96815094.0
23,4,-1149324494,-1283237721,1493758072,directional,183704681.0
23,5,267136816,1364050326,1492054609,omni,
23,6,-104222439,-186751769,1198290559,directional,78855174.0
23,8,277433365,1129600456,1402188777,directional,182572302.0
23,9,-1746723551,1906524,1173293933,omni,
23,10,819771539,986050021,1406293294,directional,5934955.0
23,11,-1401943295,629131676,1087861338,omni,
23,12,-1632975753,376256736,1276979887,directional,172032753.0
23,14,-264376216,-703187826,1030310657,directional,31322725.0
23,15,-761170346,-1149480870,1270711310,directional,315914206.0
23,16,334398152,1442436054,1349232486,directional,116171946.0
23,17,481173712,1646202442,1454114395,directional,221676571.0
23,18,-1268547643,-1164205488,1217047854,directional,217409642.0
23,19,-1287484316,618233029,1221477971,directional,347955338.0
24,2,837468788,-280666682,1435472407,omni,
24,5,730346354,-1060355981,1107881059,omni,
24,6,-471120626,-1353332326,1384722251,omni,
24,7,766762228,-113126927,1010372342,omni,
24,8,-771990753,42856767,1256602449,omni,
24,10,113817053,-222500816,1323389474,directional,326523175.0
24,11,648989769,-1483349250,1418363822,directional,64832928.0
24,12,788990703,1039586021,1256098654,omni,
24,15,-752582787,-944342619,1043997067,omni,
24,16,238258741,385697416,1199660657,omni,
24,17,-762436330,759991446,1417904163,directional,146768224.0
24,19,1141752548,754904626,1285063479,directional,196360891.0
24,20,-931330413,376529929,1411636609,omni,
25,1,185585544,1346095163,1170211729,directional,326017810.0
25,2,460883149,546135329,1115508197,directional,165182593.0
25,3,55654199,-1503686205,1344164228,directional,292448290.0
25,4,-482401178,-728653268,1459585531,directional,132617934.0
25,5,-953416118,-111890702,1262596815,directional,50461844.0
25,6,-1539225832,351691869,1465894140,directional,273474931.0
25,7,939430987,-782153724,1467968382,directional,151394691.0
25,9,338420241,31113228,1378616580,directional,255866967.0
25,13,1522708968,-698964526,1276535930,directional,54558421.0
25,14,452336837,181135691,1235146466,directional,31009892.0
25,15,-1250063157,370897171,1463512220,directional,63602491.0
25,17,-1155961956,-205885901,1377254583,directional,182343955.0
25,18,-541931684,-227603361,1003940431,directional,249703034.0
25,19,-134869288,1457363899,1292752667,directional,51101276.0
26,1,866934706,626407720,1168294509,directional,36759511.0
26,2,375170291,-148243203,1166450595,directional,116823566.0
26,6,-1210551847,-292541244,1005542817,directional,48677777.0
26,7,138532882,1311512869,1266314444,directional,12997463.0
26,8,-1139794691,-1295537162,1474235552,directional,17504859.0
26,9,1337808622,-637073154,1072883982,directional,352925220.0
26,11,-189819618,1330360249,1288590148,directional,309728658.0
26,12,1242738644,-133551202,1320286554,omni,
26,14,1167353713,120037862,1286279630,directional,159645261.0
26,15,671023472,36053658,1215793048,directional,212652646.0
26,17,-1093937409,859441848,1220459081,omni,
26,20,416441955,1379054335,1389926620,directional,96475332.0
27,2,249866547,5765023,1357738241,omni,
27,3,-58856567,1052209386,1194814854,omni,
27,4,1441435753,-741572972,1270173001,directional,204507000.0
27,6,-1385220746,83094961,1361063828,directional,278924685.0
27,7,914601914,274928926,1435801729,omni,
27,8,-811922054,287489873,1348563718,omni,
27,9,1115826141,-62056682,1396579323,directional,101665037.0
27,10,-302943646,511069764,1269462597,omni,
27,12,120824355,-1091223806,1440603864,omni,
27,13,-753204896,-505411447,1495116494,omni,
27,14,74260882,-1472382835,1450701684,omni,
27,15,-1603789480,444772634,1084335159,directional,150599352.0
27,16,187037820,627280184,1295930699,directional,101645690.0
27,17,414811695,-1237046429,1134378149,omni,
28,1,-692978237,-1408559061,1033041601,directional,348191583.0
28,2,-119991781,-1515520392,1205555189,omni,
28,3,-817793196,554482983,1159974586,omni,
28,4,-343024814,-389144365,1298658583,omni,
28,5,709832511,190455595,1423100388,directional,69832209.0
28,6,-695476249,-84884045,1182318309,directional,87454190.0
28,7,-1586521902,-125321212,1182563684,omni,
28,8,1136844680,735688132,1236237522,omni,
28,10,252392471,283734631,1380162983,omni,
28,12,1422800140,415799655,1135775409,directional,317573178.0
28,14,352692303,-1195716900,1265983443,omni,
28,16,957785462,852682229,1252699915,directional,6897815.0
28,18,-1353232201,99759699,1474368311,directional,95623395.0
28,19,-451199869,-1559397535,1311855472,omni,
29,1,-432661636,1531153120,1128519168,omni,
29,2,-54871271,1750606890,1243326697,directional,251390882.0
29,3,838521134,102771089,1052798347,directional,142191965.0
29,6,-1116532580,616159667,1302553103,directional,79120950.0
29,7,1263597499,50566879,1180140829,omni,
29,8,462299419,-32129508,1282825860,omni,
29,9,91554251,-150746994,1286464020,directional,38949488.0
29,10,-57496214,-1014518601,1184764790,directional,245985282.0
29,11,-819152890,1243841036,1197698934,directional,338830576.0
29,12,879842407,518844555,1195114773,omni,
29,13,556707467,-1535921320,1287699701,omni,
29,15,710336235,1428582586,1322336384,directional,221102553.0
29,16,516075849,1667021747,1279456776,omni,
29,18,543952538,-820090035,1476716925,omni,
29,19,-117566796,-150770607,1357266406,directional,39664778.0
29,20,-902150089,-846150858,1347990344,omni,
30,1,-1421239066,-164017904,1320375884,directional,16896477.0
30,3,655787180,1307847140,1451181903,directional,338068537.0
30,4,-687229947,-226301739,1132018158,directional,335274185.0
30,5,-603171421,488154595,1225382118,directional,346223218.0
30,7,-1576291329,492376122,1483801127,directional,173508369.0
30,8,7899590,-1227483309,1236468226,directional,289947805.0
30,9,1236109942,541006696,1216168332,directional,102830061.0
30,10,940336942,710875483,1223494308,directional,270219907.0
30,11,-396122249,-735151468,1198241802,directional,348769187.0
30,14,591795886,197037271,1124719324,directional,338594540.0
30,16,337443072,-489052416,1085556650,directional,140346514.0
30,17,941507773,1018116821,1303441056,directional,23043122.0
30,18,-440652537,-1354046912,1297291398,directional,152050556.0
31,2,-90296916,-349484568,1317640586,omni,
31,3,367780641,-1483078096,1403401568,omni,
31,4,332041762,-991499742,1203483488,directional,343016962.0
31,5,-1550328420,-636155836,1463509213,omni,
31,8,993568318,547336309,1267482632,omni,
31,9,-1232833762,-525665634,1073933194,omni,
31,10,-413017665,-795749966,1143798402,directional,170312122.0
31,12,-700232229,-1295649324,1288808665,omni,
31,14,551376921,561217055,1215280010,omni,
31,15,-1114311900,853131224,1493937436,omni,
31,16,1240521384,-338382154,1109397478,omni,
31,17,153024389,-1143183156,1326520469,directional,291753506.0
31,19,632214838,1139835485,1250281511,omni,
31,20,-1673873330,-140933157,1020825105,omni,
32,1,1560108189,674598502,1023592395,directional,126962934.0
32,5,1580506887,226957702,1493904250,omni,
32,6,1657353131,-366696630,1241155417,omni,
32,8,-1433567393,-44339318,1451021356,directional,178279419.0
32,9,-784869368,1223171686,1128663691,omni,
32,11,1187830416,868574053,1222082613,omni,
32,12,-317637003,-1226888799,1313048443,directional,92921873.0
32,13,-565503837,821035068,1355455617,omni,
32,15,-1150854222,8713821,1100302933,omni,
32,16,986485369,-812177940,1482667195,directional,355304908.0
33,4,997704902,-1285104661,1197587793,directional,52658707.0
33,6,-966808154,379848435,1473028300,directional,184266473.0
33,7,1234599005,-882284163,1294092458,omni,
33,8,-139337202,1240904936,1207182554,directional,320752846.0
33,11,224529024,-1577130778,1191608074,directional,300095969.0
33,12,709156847,-1176993628,1390015494,directional,50605120.0
33,13,-987032777,131401047,1275503599,directional,261364674.0
33,15,-987909043,-1213586525,1012840882,directional,210747774.0
33,16,874567611,795431594,1443285142,directional,120792902.0
33,19,1600035655,-213364477,1067211904,directional,39628181.0
34,1,542848382,-142360841,1147311571,omni,
34,3,135383670,-181592514,1162381957,omni,
34,4,-1147376646,544334146,1497075018,omni,
34,7,-986825131,509903107,1017308711,omni,
34,9,146798316,-472355396,1485622858,directional,244762526.0
34,10,-1468611039,-815613519,1259573569,omni,
34,11,1126123191,-496803399,1386765888,directional,39555862.0
34,14,-212997117,-821839415,1237727494,omni,
34,15,353913520,-1579193769,1011120245,omni,
34,16,1463309036,31422654,1080098828,directional,189396558.0
34,17,825796486,45164938,1123148905,directional,295355062.0
34,18,-393381128,582887290,1123872872,omni,
34,19,1024656404,953009719,1370122477,directional,301263630.0
35,2,1152906703,-205611153,1334027094,omni,
35,4,154723278,1053653869,1229894080,omni,
35,5,1706925855,161240983,1332896433,omni,
35,6,-650513767,-900309366,1063708724,omni,
35,8,156873729,-1066245043,1222182767,omni,
35,10,-1061564211,933637526,1189878841,omni,
35,11,1206861905,505258924,1223743315,omni,
35,12,1235719406,184910093,1372278579,omni,
35,13,143531847,-556176067,1298121388,omni,
35,14,1061109476,1291960900,1467237081,directional,117797179.0
35,15,-498858180,-1189535601,1361661059,omni,
35,17,-892485985,-1119497941,1187667907,omni,
35,18,-1290313081,1099509238,1359393154,omni,
35,19,-1059828200,906363018,1262416945,omni,
36,1,-719438302,1506216604,1208704828,directional,344818341.0
36,3,-186526586,-283066644,1371823256,omni,
36,5,1161694010,-189876217,1083109222,directional,150098720.0
36,6,-879049177,-1293286426,1219818361,directional,300437051.0
36,8,-183644564,-1548412389,1225636676,omni,
36,9,-451330739,1660155735,1465883318,omni,
36,10,-715317836,-339795363,1370919438,directional,126391376.0
36,11,1313328143,1077155633,1089386582,directional,52723662.0
36,12,1396696447,-977326461,1170897686,directional,305833102.0
36,13,-500574243,-1165261585,1257391348,directional,4746305.0
36,14,22853323,1759963233,1420669736,directional,214504554.0
36,16,-402237622,466247300,1199862291,directional,142786379.0
36,17,-1012927160,1021483460,1283443023,directional,215577467.0
36,18,1025281249,1132013221,1176278275,directional,346502077.0
36,19,829780235,1121205850,1176293930,directional,21913585.0
36,20,-1079980144,51298331,1064516668,directional,325024754.0
37,2,-940038072,787550184,1312648765,omni,
37,3,-188150157,482412251,1165710104,omni,
37,4,-62374254,712767548,1012092967,directional,121511093.0
37,5,756604123,-771824921,1285255394,omni,
37,6,-845873708,-926909529,1129506127,omni,
37,7,1593290850,-674638257,1482603206,omni,
37,8,-491595427,-452560879,1170764080,omni,
37,10,245249372,-243779445,1059941437,omni,
37,11,943729439,1158837655,1322074166,omni,
37,13,-1745351193,87321567,1176638420,directional,219230019.0
37,14,768225861,1503767146,1052849120,omni,
37,15,199189162,325458020,1197102540,omni,
37,17,-666701198,375629315,1105530132,omni,
37,18,-406392450,-469434071,1231484969,directional,159813672.0
37,20,-412842033,805228782,1413871812,omni,
38,1,-436796062,1705233907,1262537614,directional,83528366.0
38,2,-636418306,943079879,1053584077,omni,
38,4,385380918,-348230288,1179767254,omni,
38,6,375023603,136912145,1035392364,omni,
38,7,872472445,-777961211,1419827675,omni,
38,8,-481845811,1627953167,1298769433,omni,
38,9,1478153671,675074232,1450705156,omni,
38,11,798443618,-1331330980,1144963564,omni,
38,15,893630584,-897258065,1430814792,omni,
38,17,421717396,1529219008,1259222797,directional,356438759.0
39,2,1684848674,39810463,1309158380,omni,
39,3,1211688614,-165114642,1410982486,omni,
39,4,-877819031,-1271391544,1296900698,omni,
39,5,448556200,558235163,1023874009,directional,333689698.0
39,9,529461832,-456905266,1435763739,directional,152435475.0
39,10,-441223525,-1590419609,1280014932,directional,84931752.0
39,12,636960432,1046814842,1242113219,omni,
39,15,-407657779,-1137210812,1357480887,omni,
39,18,-326640455,1334744578,1228675665,directional,41468832.0
39,19,-1247054558,-57368388,1198671593,directional,264804041.0
39,20,-510489503,1617901970,1018019518,directional,68274750.0
40,1,1514248743,-298966621,1255931051,directional,322815076.0
40,3,-16543812,36672234,1112944900,directional,169059375.0
40,4,-747242832,1356480750,1436805437,directional,45776781.0
40,5,427961352,1055368717,1461441573,directional,193140498.0
40,6,-338550340,645209313,1139930848,directional,42675123.0
40,8,-852306431,1258411536,1445878419,omni,
40,9,-289884749,-1247609983,1350277613,directional,261403875.0
40,10,15557598,-1010915255,1083858827,directional,133315964.0
40,11,-1037725435,510979225,1493675547,directional,12255880.0
40,12,-61846113,-1336648993,1355838788,omni,
40,13,-1079655102,156455315,1241220549,directional,328247141.0
40,15,-59979424,-837821600,1246756574,directional,129680348.0
40,16,1293359946,-914900725,1311815271,directional,286478120.0
40,18,-923515751,198139546,1109097342,directional,1543966.0
40,19,-1013001608,879286191,1127670842,directional,167717687.0
