case_id,channel,first_seen_time,num_direction_obs,num_no_signal_obs,num_near_obs,movement_distance,diagnostic_count,optical_grid_points,optical_clear_attempts,clear_attempts,clear_time,success,first_seen_position
3,2,,0,21,0,4831.075225184441,0,0,0,0,0.0,False,
3,3,,0,21,0,0.0,0,0,0,0,0.0,False,
3,4,6209.996975,2,18,0,866.4519348993603,0,0,0,1,178.290387,True,
3,5,1733.407749,4,7,0,461.65723199361196,0,0,0,1,9.074705999999878,True,
3,6,,0,21,0,0.0,0,0,0,0,0.0,False,
3,7,1372.180862,4,10,0,987.5568498274416,0,0,0,1,8.16481500000009,True,
3,8,,0,21,0,0.0,0,0,0,0,0.0,False,
3,9,649.7203,2,4,0,575.7205640246575,0,0,0,1,75.51138199999991,True,
3,10,5765.876675,4,19,0,877.5678145155692,0,0,0,1,11.043903000000682,True,
3,11,2472.037445,3,17,0,267.7233096263969,0,0,0,1,10.81503900000007,True,
3,12,,0,21,0,0.0,0,0,0,0,0.0,False,
3,13,1775.407749,3,5,0,682.1492120859521,0,0,0,1,12.409626000000117,True,
3,14,,0,21,0,0.0,0,0,0,0,0.0,False,
3,15,1414.180862,2,4,0,494.0908427542791,0,0,0,1,103.81816900000013,True,
3,16,,0,21,0,866.0,0,0,0,0,0.0,False,
3,17,,0,21,0,2407.3949180196823,0,0,0,0,0.0,False,
3,18,975.6406,3,3,0,307.53058614862266,0,0,0,1,10.084772000000157,True,
3,19,4920.746442,3,14,0,3381.5832259475915,0,0,0,1,89.93395200000032,True,
3,20,4650.667434,3,13,0,5755.787599949642,0,0,0,1,9.137305000000197,True,
4,1,,0,21,0,4319.405580995518,0,0,0,0,0.0,False,
4,2,796.141191,2,2,0,618.8725704591847,0,0,0,1,128.77451399999995,True,
4,3,17.0,3,0,0,100.39992280671193,0,0,0,1,20.79839199999992,True,
4,4,,0,21,0,0.0,0,0,0,0,0.0,False,
4,5,29.0,4,5,0,847.6605391556822,0,0,0,1,5.205840999999964,True,
4,6,,0,21,0,0.0,0,0,0,0,0.0,False,
4,7,,0,21,0,0.0,0,0,0,0,0.0,False,
4,8,4520.710764,3,12,0,586.311781916393,0,0,0,1,10.076302999999825,True,
4,9,53.0,2,0,0,309.0088141540244,0,0,0,1,66.801763,True,
4,10,,0,21,0,0.0,0,0,0,0,0.0,False,
4,11,65.0,3,9,0,1169.0103343084206,0,0,0,1,238.80206700000008,True,
4,12,71.0,3,0,0,740.9110827969367,0,0,0,1,8.646400999999969,True,
4,13,77.0,4,1,0,688.2403597040905,0,0,0,1,10.431768000000147,True,
4,14,407.8,3,7,0,684.6739139776244,0,0,0,1,8.865540000000237,True,
4,15,89.0,3,10,0,1341.4797169396936,0,0,0,1,10.743685999999798,True,
4,16,2980.779499,3,8,0,496.7993547691706,0,0,0,1,10.43769599999996,True,
4,17,101.0,3,0,0,614.6450004991407,0,0,0,1,127.92899999999997,True,
4,18,,0,21,0,2896.185114411177,0,0,0,0,0.0,False,
4,19,4538.710764,3,16,0,6594.443523936336,0,0,0,1,147.1382939999994,True,
4,20,323.8,4,5,0,2949.5677536688304,0,0,0,1,8.650681000000077,True,
5,1,329.8,3,13,0,2504.47502047303,0,0,0,1,42.88276300000052,True,
5,2,11.0,3,2,0,596.9982675796781,0,0,0,1,81.07174299999997,True,
5,3,,0,21,0,1320.190592723234,0,0,0,0,0.0,False,
5,4,,0,21,0,0.0,0,0,0,0,0.0,False,
5,5,1738.163135,2,20,0,784.8052807683937,0,0,0,1,42.03965199999948,True,
5,6,35.0,2,3,0,540.2669497124581,0,0,0,1,113.05339000000004,True,
5,7,1482.881872,3,4,0,621.7294060133374,0,0,0,1,7.337694000000056,True,
5,8,665.67507,2,2,0,410.23056235102365,0,0,0,1,87.046112,True,
5,9,53.0,2,2,0,468.94661610320844,0,0,0,1,98.78932299999997,True,
5,10,,0,21,0,0.0,0,0,0,0,0.0,False,
5,11,5656.259306,3,18,0,230.80409965626552,0,0,0,1,11.867462999999589,True,
5,12,4430.409155,3,19,0,1644.273092872599,0,0,0,1,10.110744999999952,True,
5,13,,0,21,0,965.3950377812324,0,0,0,0,0.0,False,
5,14,4442.409155,2,14,0,422.9737247150723,0,0,0,1,89.59474499999942,True,
5,15,89.0,3,13,0,609.5491056120549,0,0,0,1,8.571661999999378,True,
5,16,95.0,3,1,0,702.1582444152496,0,0,0,1,10.53294799999992,True,
5,17,2080.571173,4,7,0,1028.8017852120831,0,0,0,1,9.40689999999995,True,
5,18,1530.881872,3,15,0,3980.74234949079,0,0,0,1,221.9114470000004,True,
5,19,,0,21,0,4750.518126537207,0,0,0,0,0.0,False,
5,20,889.59537,5,6,0,2859.1685822216996,0,0,0,1,34.29238000000032,True,
6,1,784.704194,3,2,0,1688.9551962756907,0,0,0,1,9.783973999999944,True,
6,2,11.0,2,0,0,162.8329843582045,0,0,0,1,37.566597,True,
6,3,17.0,3,0,0,627.0395148176677,0,0,0,1,82.853703,True,
6,4,2863.424003,2,8,0,864.0376271113621,0,0,0,1,49.84511799999973,True,
6,5,29.0,3,2,0,340.5147625628054,0,0,0,1,9.02167600000007,True,
6,6,,0,21,0,1202.8769717114653,0,0,0,0,0.0,False,
6,7,4902.304598,4,16,0,895.390617425388,0,0,0,1,8.880847999999787,True,
6,8,,0,21,0,0.0,0,0,0,0,0.0,False,
6,9,377.8,3,4,0,706.7048957035357,0,0,0,1,146.34097900000006,True,
6,10,59.0,3,0,0,401.3904377935277,0,0,0,1,5.0,True,
6,11,,0,21,0,0.0,0,0,0,0,0.0,False,
6,12,,0,21,0,0.0,0,0,0,0,0.0,False,
6,13,77.0,3,9,0,748.7294306743839,0,0,0,1,5.0,True,
6,14,83.0,2,10,0,551.0960877740631,0,0,0,1,115.21921800000018,True,
6,15,850.704194,3,3,0,1041.8005062591883,0,0,0,1,9.51879400000007,True,
6,16,95.0,3,0,0,754.7828513380562,0,0,0,1,155.95656999999994,True,
6,17,,0,21,0,2896.185114944917,0,0,0,0,0.0,False,
6,18,107.0,3,1,0,899.912882900365,0,0,0,1,9.566678000000138,True,
6,19,,0,21,0,4521.131797684784,0,0,0,0,0.0,False,
6,20,3387.897409,2,10,0,3972.756872250843,0,0,0,1,26.304751000000124,True,
7,1,4968.078241,2,16,0,2625.74468887358,0,0,0,1,28.117353999999978,True,
7,2,3005.061846,3,9,0,543.4155419989328,0,0,0,1,7.999338999999964,True,
7,3,1228.819192,2,3,0,435.85984863577755,0,0,0,1,75.32659200000012,True,
7,4,23.0,3,0,0,221.54156750035517,0,0,0,1,5.0,True,
7,5,3246.982146,3,12,0,162.09291208766987,0,0,0,1,11.130083000000013,True,
7,6,4974.078241,4,16,0,825.7176210983823,0,0,0,1,10.700308000000405,True,
7,7,4980.078241,2,16,0,664.1633104777617,0,0,0,1,137.8326619999998,True,
7,8,,0,21,0,320.94358647329,0,0,0,0,0.0,False,
7,9,,0,21,0,0.0,0,0,0,0,0.0,False,
7,10,59.0,3,0,0,520.3576241833645,0,0,0,1,72.170841,True,
7,11,65.0,4,17,0,945.42563796101,0,0,0,1,9.975444000000607,True,
7,12,,0,21,0,0.0,0,0,0,0,0.0,False,
7,13,3288.982146,3,12,0,412.15116611327096,0,0,0,1,10.336761999999908,True,
7,14,83.0,3,0,0,446.8823940068389,0,0,0,1,61.72380099999998,True,
7,15,,0,21,0,0.0,0,0,0,0,0.0,False,
7,16,,0,21,0,0.0,0,0,0,0,0.0,False,
7,17,1040.898892,3,2,0,747.0611141135803,0,0,0,1,11.008593000000019,True,
7,18,107.0,2,0,0,573.9657052643603,0,0,0,1,119.79314099999993,True,
7,19,4545.869333,3,14,0,4857.857559775969,0,0,0,1,91.49388999999974,True,
7,20,,0,21,0,7469.115738432407,0,0,0,0,0.0,False,
8,1,,0,21,0,2698.730291026735,0,0,0,0,0.0,False,
8,2,,0,21,0,0.0,0,0,0,0,0.0,False,
8,3,17.0,2,8,0,111.47843675447115,0,0,0,1,27.29568700000027,True,
8,4,,0,21,0,0.0,0,0,0,0,0.0,False,
8,5,,0,21,0,0.0,0,0,0,0,0.0,False,
8,6,35.0,3,0,0,825.1179469834694,0,0,0,1,5.0,True,
8,7,,0,21,0,0.0,0,0,0,0,0.0,False,
8,8,,0,21,0,0.0,0,0,0,0,0.0,False,
8,9,,0,21,0,0.0,0,0,0,0,0.0,False,
8,10,,0,21,0,0.0,0,0,0,0,0.0,False,
8,11,3584.801543,3,16,0,894.8647185153206,0,0,0,1,6.707449999999881,True,
8,12,3217.724359,3,9,0,697.1639355695517,0,0,0,1,5.0,True,
8,13,77.0,3,10,0,887.5754890636963,0,0,0,1,8.269808000000012,True,
8,14,83.0,2,8,0,337.8606181038377,0,0,0,1,72.5721239999998,True,
8,15,2106.016667,2,6,0,555.6925572964667,0,0,0,1,116.13851100000011,True,
8,16,723.814892,3,2,0,982.8017737298145,0,0,0,1,15.507209999999986,True,
8,17,,0,21,0,4700.554868795343,0,0,0,0,0.0,False,
8,18,735.814892,3,4,0,938.9949792604873,0,0,0,1,10.062223000000131,True,
8,19,2118.016667,2,6,0,863.9445121112894,0,0,0,1,47.223434,True,
8,20,,0,21,0,9218.19569340882,0,0,0,0,0.0,False,
9,1,5.0,3,2,0,812.6724697686765,0,0,0,1,11.473993000000064,True,
9,2,815.05127,4,3,0,1580.5203769196153,0,0,0,1,5.7486479999997755,True,
9,3,17.0,3,0,0,275.59638370265054,0,0,0,1,8.822170000000028,True,
9,4,23.0,2,0,0,346.73680186397564,0,0,0,1,74.34735999999998,True,
9,5,,0,12,0,1808.6484089937412,0,0,0,0,0.0,False,
9,6,3446.408657,4,9,0,528.530885558671,0,0,0,1,9.763695999999982,True,
9,7,3452.408657,2,8,0,734.7284138140225,0,0,0,1,151.94568299999992,True,
9,8,,0,12,0,0.0,0,0,0,0,0.0,False,
9,9,,0,12,0,0.0,0,0,0,0,0.0,False,
9,10,383.8,4,7,0,2075.8216183831373,0,0,0,1,10.624300000000403,True,
9,11,389.8,4,4,0,1074.5670289444724,0,0,0,1,9.714182000000164,True,
9,12,71.0,3,1,0,1061.7974201388356,0,0,0,1,10.255815999999868,True,
9,13,401.8,2,1,0,514.5935389927369,0,0,0,1,107.91870799999992,True,
9,14,407.8,5,9,0,1571.9641662030565,0,0,0,1,52.56108399999994,True,
9,15,89.0,2,0,0,327.2659679376273,0,0,0,1,70.453194,True,
9,16,95.0,3,0,0,431.50803918407235,0,0,0,1,61.689261999999985,True,
9,17,,0,12,0,0.0,0,0,0,0,0.0,False,
9,18,4274.85545,3,11,0,647.8463911572347,0,0,0,1,10.346356000000014,True,
9,19,437.8,3,5,0,659.6322432259681,0,0,0,1,87.78591499999993,True,
9,20,4478.934458,2,12,0,4373.4050144860885,0,0,0,1,69.97051300000021,True,
10,1,,0,21,0,3509.964523768822,0,0,0,0,0.0,False,
10,2,4296.750649,3,14,0,744.2309018781805,0,0,0,1,8.959775999999692,True,
10,3,341.8,3,1,0,307.4312645782315,0,0,0,1,45.68182999999999,True,
10,4,23.0,4,0,0,719.3783738932802,0,0,0,1,10.700959999999895,True,
10,5,29.0,3,0,0,365.0418890105579,0,0,0,1,9.704742999999894,True,
10,6,35.0,4,9,0,195.17011153102493,0,0,0,1,44.03402200000073,True,
10,7,365.8,2,1,0,486.3002817451345,0,0,0,1,102.26005599999996,True,
10,8,1574.762833,3,3,0,646.9984107045256,0,0,0,1,13.15942300000006,True,
10,9,53.0,3,8,0,303.994134133859,0,0,0,1,65.79882700000007,True,
10,10,,0,21,0,0.0,0,0,0,0,0.0,False,
10,11,,0,21,0,0.0,0,0,0,0,0.0,False,
10,12,,0,21,0,0.0,0,0,0,0,0.0,False,
10,13,77.0,3,10,0,1094.144799467429,0,0,0,1,8.652993000000606,True,
10,14,831.558852,4,8,0,559.2191887026435,0,0,0,1,116.84383799999978,True,
10,15,,0,21,0,2695.391573433449,0,0,0,0,0.0,False,
10,16,95.0,4,0,0,660.2626339445972,0,0,0,1,86.733657,True,
10,17,,0,21,0,2767.838080187141,0,0,0,0,0.0,False,
10,18,855.558852,3,9,0,2594.4997105524412,0,0,0,1,11.28519899999992,True,
10,19,437.8,2,1,0,1105.2454806441701,0,0,0,1,226.04909599999996,True,
10,20,3815.704051,2,11,0,4832.285373048856,0,0,0,1,39.49975199999972,True,
11,1,,0,21,0,2591.0213450921747,0,0,0,0,0.0,False,
11,2,607.7203,3,5,0,757.2467814172737,0,0,0,1,98.74984599999993,True,
11,3,,0,21,0,0.0,0,0,0,0,0.0,False,
11,4,23.0,3,11,0,781.1904909776665,0,0,0,1,9.953024000000369,True,
11,5,,0,21,0,0.0,0,0,0,0,0.0,False,
11,6,,0,21,0,0.0,0,0,0,0,0.0,False,
11,7,5531.550622,2,23,0,3303.8179569240883,1,0,0,1,172.64130999999998,True,
11,8,47.0,4,0,0,824.3750859842906,0,0,0,1,9.480401000000029,True,
11,9,649.7203,3,2,0,209.75992284293682,0,0,0,1,10.019697999999835,True,
11,10,3794.999249,3,12,0,350.35309295008767,0,0,0,1,48.28222800000003,True,
11,11,,0,21,0,0.0,0,0,0,0,0.0,False,
11,12,,0,21,0,0.0,0,0,0,0,0.0,False,
11,13,2272.317025,2,7,0,522.9335051650647,0,0,0,1,109.58670100000018,True,
11,14,,0,21,0,0.0,0,0,0,0,0.0,False,
11,15,,0,21,0,0.0,0,0,0,0,0.0,False,
11,16,95.0,4,10,0,779.7031804632227,0,0,0,1,160.94063600000027,True,
11,17,,0,21,0,2867.2331179683733,0,0,0,0,0.0,False,
11,18,3752.999249,2,12,0,1159.889168481687,0,0,0,1,63.77783399999953,True,
11,19,2864.313597,3,9,0,3029.260781960952,0,0,0,1,9.609332999999879,True,
11,20,5243.471614,4,17,0,6406.186885915898,0,0,0,1,9.882074000000102,True,
12,1,,0,21,0,4891.45144526064,0,0,0,0,0.0,False,
12,2,2668.233277,3,8,0,680.101256096029,0,0,0,1,8.601480000000265,True,
12,3,17.0,4,5,0,1230.5487114876091,0,0,0,1,6.388713999999709,True,
12,4,4250.173201,2,12,0,919.8980251563214,0,0,0,1,188.97960500000045,True,
12,5,29.0,2,0,0,311.87669342849824,0,0,0,1,67.375339,True,
12,6,,0,21,0,0.0,0,0,0,0,0.0,False,
12,7,1087.221479,3,10,0,746.9137432602475,0,0,0,1,9.755247000000054,True,
12,8,47.0,3,8,0,518.614346837045,0,0,0,1,70.78221900000017,True,
12,9,377.8,3,1,0,879.2654059350659,0,0,0,1,112.65569900000003,True,
12,10,2698.233277,3,8,0,449.11928832322263,0,0,0,1,8.763665000000401,True,
12,11,1993.458503,2,19,0,766.049780066419,0,0,0,1,158.2099559999997,True,
12,12,4268.173201,2,14,0,899.0316445013956,0,0,0,1,30.310915000000023,True,
12,13,2716.233277,3,8,0,508.95027175732986,0,0,0,1,73.03567799999973,True,
12,14,,0,21,0,0.0,0,0,0,0,0.0,False,
12,15,413.8,3,9,0,905.978795962658,0,0,0,1,6.823251999999684,True,
12,16,,0,21,0,0.0,0,0,0,0,0.0,False,
12,17,101.0,3,6,0,821.7725642062856,0,0,0,1,106.43483200000037,True,
12,18,,0,21,0,4013.8530065213267,0,0,0,0,0.0,False,
12,19,,0,21,0,5792.370228822354,0,0,0,0,0.0,False,
12,20,119.0,3,0,0,1251.540307143877,0,0,0,1,7.905866000000003,True,
13,1,5.0,3,6,0,1622.8330062606346,0,0,0,1,187.4453800000001,True,
13,2,11.0,3,0,0,747.8431572886855,0,0,0,1,9.909831000000054,True,
13,3,635.076293,3,2,0,492.28965498006465,0,0,0,1,10.34940000000006,True,
13,4,347.8,3,3,0,951.600596856634,0,0,0,1,195.32011899999998,True,
13,5,,0,11,0,138.6713079198467,0,0,0,0,0.0,False,
13,6,3055.704804,3,10,0,786.1856230787974,0,0,0,1,17.050721000000067,True,
13,7,41.0,4,7,0,483.0818062989808,0,0,0,1,5.0,True,
13,8,986.721087,3,10,0,740.6340233482347,0,0,0,1,14.849247000000105,True,
13,9,53.0,3,1,0,308.6275026597308,0,0,0,1,5.0,True,
13,10,992.721087,3,10,0,425.44646690249954,0,0,0,1,7.747985000000881,True,
13,11,3073.704804,3,10,0,620.1897808149893,0,0,0,1,10.877958999999919,True,
13,12,,0,11,0,0.0,0,0,0,0,0.0,False,
13,13,1010.721087,3,10,0,632.1901852391787,0,0,0,1,10.998924000000443,True,
13,14,3091.704804,3,10,0,587.9597083791315,0,0,0,1,10.633632999999918,True,
13,15,89.0,3,7,0,524.6708376781883,0,0,0,1,109.93416800000023,True,
13,16,,0,10,0,0.0,0,0,0,0,0.0,False,
13,17,101.0,3,0,0,502.0546392192966,0,0,0,1,105.41092800000001,True,
13,18,1328.084212,2,9,0,2619.602988673791,0,0,0,1,51.782287,True,
13,19,,0,10,0,1197.4325565731453,0,0,0,0,0.0,False,
13,20,2156.969851,3,9,0,5811.038935715454,0,0,0,1,10.213869999999588,True,
14,1,,0,21,0,4190.886135861911,0,0,0,0,0.0,False,
14,2,2799.890328,4,16,0,1022.7619318666312,0,0,0,1,11.639390999999705,True,
14,3,3199.618395,3,9,0,636.8671683286502,0,0,0,1,5.0,True,
14,4,818.283354,3,2,0,633.2506057631941,0,0,0,1,8.666160999999875,True,
14,5,3435.538695,3,12,0,692.5574035395573,0,0,0,1,6.995312999999896,True,
14,6,35.0,3,0,0,707.538905815018,0,0,0,1,5.104663999999957,True,
14,7,,0,21,0,0.0,0,0,0,0,0.0,False,
14,8,,0,21,0,0.0,0,0,0,0,0.0,False,
14,9,,0,21,0,0.0,0,0,0,0,0.0,False,
14,10,848.283354,3,2,0,550.4572851748762,0,0,0,1,9.294212000000016,True,
14,11,,0,21,0,0.0,0,0,0,0,0.0,False,
14,12,71.0,3,3,0,1376.1657896003119,0,0,0,1,280.2331579999998,True,
14,13,,0,21,0,0.0,0,0,0,0,0.0,False,
14,14,83.0,3,0,0,291.681745360122,0,0,0,1,43.13093200000003,True,
14,15,89.0,4,7,0,1060.5502116601199,0,0,0,1,12.19301200000018,True,
14,16,,0,21,0,0.0,0,0,0,0,0.0,False,
14,17,,0,21,0,3861.5801521924095,0,0,0,0,0.0,False,
14,18,,0,21,0,5657.8211213318655,0,0,0,0,0.0,False,
14,19,2551.970028,3,7,0,2041.5770049579216,0,0,0,1,8.419246999999814,True,
14,20,119.0,3,0,0,1432.3731197723291,0,0,0,1,11.445957999999905,True,
15,1,,0,21,0,3617.607374688418,0,0,0,0,0.0,False,
15,2,11.0,2,7,0,458.555413933844,0,0,0,1,96.71108300000014,True,
15,3,,0,21,0,0.0,0,0,0,0,0.0,False,
15,4,23.0,4,0,0,192.12604998992742,0,0,0,1,18.27642000000003,True,
15,5,29.0,4,6,0,416.1591295717745,0,0,0,1,58.59259899999961,True,
15,6,2747.098483,4,7,0,324.0666562407101,0,0,0,1,12.520199999999932,True,
15,7,41.0,3,5,0,86.2415274719695,0,0,0,1,18.644545000000107,True,
15,8,,0,21,0,0.0,0,0,0,0,0.0,False,
15,9,377.8,3,1,0,561.2935256768488,0,0,0,1,10.226901999999995,True,
15,10,1651.009878,3,5,0,868.1844543665195,0,0,0,1,18.551107000000002,True,
15,11,65.0,4,8,0,580.8368394479139,0,0,0,1,11.049643000000287,True,
15,12,71.0,2,6,0,784.0198944633414,0,0,0,1,161.8039789999998,True,
15,13,,0,21,0,4826.975190507382,0,0,0,0,0.0,False,
15,14,83.0,4,6,0,446.7214921203789,0,0,0,1,64.18256500000007,True,
15,15,,0,21,0,4798.023194598318,0,0,0,0,0.0,False,
15,16,95.0,3,5,0,1215.7952354054314,0,0,0,1,69.71860500000003,True,
15,17,101.0,4,5,0,348.601604244148,0,0,0,1,7.662702999999965,True,
15,18,3112.844866,2,8,0,106.73185638879887,0,0,0,1,26.34637100000009,True,
15,19,113.0,4,7,0,1741.1277134641198,0,0,0,1,7.933501999999862,True,
15,20,1603.009878,2,5,0,2987.2402257521408,0,0,0,1,56.64873800000032,True,
16,1,6437.253883,2,19,0,5037.478413404745,0,0,0,1,64.650353,True,
16,2,,0,21,0,0.0,0,0,0,0,0.0,False,
16,3,4049.185131,2,12,0,797.103888920077,0,0,0,1,164.4207780000006,True,
16,4,5154.321283,3,15,0,739.5273494863023,0,0,0,1,10.209726999999475,True,
16,5,29.0,3,1,0,817.6858719351898,0,0,0,1,12.111685999999963,True,
16,6,,0,21,0,0.0,0,0,0,0,0.0,False,
16,7,867.26533,2,2,0,395.1031286627945,0,0,0,1,84.020626,True,
16,8,1147.407744,3,14,0,605.5311456480249,0,0,0,1,10.664550999999847,True,
16,9,377.8,2,2,0,491.2156189190599,0,0,0,1,33.12784399999998,True,
16,10,59.0,4,4,0,807.4216224203652,0,0,0,1,10.968784000000142,True,
16,11,,0,21,0,0.0,0,0,0,0,0.0,False,
16,12,,0,21,0,0.0,0,0,0,0,0.0,False,
16,13,401.8,3,1,0,499.390700204714,0,0,0,1,10.085450000000037,True,
16,14,3107.638792,2,9,0,525.8516746627819,0,0,0,1,110.17033500000025,True,
16,15,,0,21,0,0.0,0,0,0,0,0.0,False,
16,16,915.26533,3,2,0,849.5555740720125,0,0,0,1,111.94771300000002,True,
16,17,1736.801566,3,11,0,647.6024960314415,0,0,0,1,84.96657099999993,True,
16,18,,0,21,0,3861.58015165867,0,0,0,0,0.0,False,
16,19,2154.642166,3,6,0,1675.3737705857366,0,0,0,1,14.083775999999943,True,
16,20,,0,21,0,7489.494803500432,0,0,0,0,0.0,False,
17,1,2505.631509,2,7,0,3200.154656347212,0,0,0,1,67.35445600000003,True,
17,2,2031.980503,3,6,0,480.3802076612822,0,0,0,1,11.078783999999814,True,
17,3,341.8,3,21,0,1456.4408550629626,1,0,0,1,22.07233300000007,True,
17,4,23.0,3,0,0,291.23168017465656,0,0,0,1,10.588608000000022,True,
17,5,,0,21,0,651.9849178817234,0,0,0,0,0.0,False,
17,6,35.0,3,5,0,696.9299764598502,0,0,0,1,13.619634000000133,True,
17,7,365.8,2,1,0,403.70284245020656,0,0,0,1,85.74056799999994,True,
17,8,47.0,3,3,0,1247.9863882257064,0,0,0,1,71.08739500000001,True,
17,9,,0,21,0,0.0,0,0,0,0,0.0,False,
17,10,4265.232448,2,13,0,980.2841911766736,0,0,0,1,201.05683799999952,True,
17,11,,0,21,0,0.0,0,0,0,0,0.0,False,
17,12,3737.074432,2,23,0,4182.3120402301265,1,0,0,1,29.730126000000382,True,
17,13,1739.837002,3,5,0,775.8265890435948,0,0,0,1,100.88735799999995,True,
17,14,,0,21,0,0.0,0,0,0,0,0.0,False,
17,15,,0,21,0,0.0,0,0,0,0,0.0,False,
17,16,,0,21,0,0.0,0,0,0,0,0.0,False,
17,17,425.8,3,17,0,926.7326423834442,0,0,0,1,119.36120899999969,True,
17,18,6006.263606,2,19,0,1805.6423160190259,0,0,0,1,366.128463,True,
17,19,,0,21,0,5591.576688912106,0,0,0,0,0.0,False,
