key,channel,first,clear,first_position,clear_position
q4_official_92JV-CBMC-SSMY-3WDT,19,6097.792679,6670.659573,"[-1455.0, 840.0446416709054]","[-1568.6207857378408, 32.041846592462235]"
q4_official_YAMK-ZTYD-4TEJ-7EZ4,8,47.0,1098.49586,"[0.0, 0.0]","[597.2727966981665, 530.2163620669485]"
q4_official_YAMK-ZTYD-4TEJ-7EZ4,10,59.0,1226.086954,"[0.0, 0.0]","[495.5169589066919, 1094.6168147632827]"
q4_official_YAMK-ZTYD-4TEJ-7EZ4,14,83.0,547.681517,"[0.0, 0.0]","[-228.0636934084783, -463.9162717771105]"
q4_official_YAMK-ZTYD-4TEJ-7EZ4,18,107.0,3209.584647,"[0.0, 0.0]","[-1319.9285163604168, 452.0099582241464]"
q4_official_YAMK-ZTYD-4TEJ-7EZ4,20,119.0,752.518588,"[0.0, 0.0]","[475.4109934728086, 149.77594429239414]"
q4_official_YAMK-ZTYD-4TEJ-7EZ4,1,324.0,4799.819132,"[-485.0, -840.0446416709054]","[99.97659609919286, -1642.6472841097625]"
q4_official_YAMK-ZTYD-4TEJ-7EZ4,2,867.872566,1621.833458,"[970.0, 0.0]","[1508.8951106733261, 801.6822151785351]"
q4_official_YAMK-ZTYD-4TEJ-7EZ4,13,933.872566,1590.18787,"[970.0, 0.0]","[1459.503701781787, 892.3010884258738]"
q4_official_YAMK-ZTYD-4TEJ-7EZ4,15,2781.394933,3115.015267,"[-970.0, 1680.0892833418109]","[-1287.7331346738592, 856.7768511933299]"
q4_official_YAMK-ZTYD-4TEJ-7EZ4,19,3395.25135,3796.320425,"[-1619.4675050769001, 935.0]","[-1353.3744940323613, -79.42359731141255]"
q4_official_YAMK-ZTYD-4TEJ-7EZ4,7,5463.83602,6175.955102,"[1455.0, -840.0446416709054]","[1143.3250547686807, -190.58922957255396]"
q4_official_3MRM-YMDK-ASVX-AZFQ,3,17.0,1608.874704,"[0.0, 0.0]","[-368.95501785007536, 99.59725430838381]"
q4_official_3MRM-YMDK-ASVX-AZFQ,6,35.0,3229.684663,"[0.0, 0.0]","[-48.507696783653536, 831.0149703103118]"
q4_official_3MRM-YMDK-ASVX-AZFQ,4,342.0,562.571849,"[-485.0, -840.0446416709054]","[-774.383795715526, -1231.295875777948]"
q4_official_3MRM-YMDK-ASVX-AZFQ,9,372.0,674.192681,"[-485.0, -840.0446416709054]","[-785.7676984433754, -1587.2722690855223]"
q4_official_3MRM-YMDK-ASVX-AZFQ,15,408.0,6143.430918,"[-485.0, -840.0446416709054]","[497.03614087262736, -1589.63837776229]"
q4_official_3MRM-YMDK-ASVX-AZFQ,17,420.0,1472.665348,"[-485.0, -840.0446416709054]","[-950.9059115220789, -203.27324173846102]"
q4_official_3MRM-YMDK-ASVX-AZFQ,19,1124.451154,1905.653026,"[-1455.0, -840.0446416709054]","[-1164.767881566088, 235.61297148266013]"
q4_official_3MRM-YMDK-ASVX-AZFQ,2,2782.367525,3380.452746,"[-970.0, 1680.0892833418109]","[-342.36691936052466, 1497.9895635482899]"
q4_official_3MRM-YMDK-ASVX-AZFQ,14,3119.367525,3805.14795,"[-485.0, 840.0446416709054]","[585.9535521749009, 1475.5166921815369]"
q4_official_3MRM-YMDK-ASVX-AZFQ,7,4446.174755,4677.025265,"[970.0, 0.0]","[1363.6118652033163, -631.4315555418186]"
q4_official_SE28-AX3Y-4X5V-2JQV,3,17.0,2256.457614,"[0.0, 0.0]","[403.54524282176857, 113.42887292787645]"
q4_official_SE28-AX3Y-4X5V-2JQV,9,53.0,2089.417363,"[0.0, 0.0]","[723.5518503731671, -357.73682917417995]"
q4_official_SE28-AX3Y-4X5V-2JQV,15,89.0,3502.671246,"[0.0, 0.0]","[-649.241702316123, 1014.8407521174663]"
q4_official_SE28-AX3Y-4X5V-2JQV,2,330.0,1724.307274,"[-485.0, -840.0446416709054]","[-326.953719038248, -869.0759195519505]"
q4_official_SE28-AX3Y-4X5V-2JQV,4,342.0,537.600648,"[-485.0, -840.0446416709054]","[-452.82224034925196, -1217.2069605487677]"
q4_official_SE28-AX3Y-4X5V-2JQV,5,348.0,727.718025,"[-485.0, -840.0446416709054]","[-113.46897269450804, -1300.280935341523]"
q4_official_SE28-AX3Y-4X5V-2JQV,13,396.0,661.208454,"[-485.0, -840.0446416709054]","[-133.8362312194446, -1396.6997698363466]"
q4_official_SE28-AX3Y-4X5V-2JQV,12,866.997175,1265.139849,"[0.0, -1680.0892833418109]","[-577.1979189449507, -1070.6209616256965]"
q4_official_SE28-AX3Y-4X5V-2JQV,14,2413.997581,3703.302565,"[970.0, 0.0]","[-275.22154841849044, 455.20200450820147]"
q4_official_SE28-AX3Y-4X5V-2JQV,1,2679.032166,2949.909141,"[485.0, 840.0446416709054]","[456.76267408541435, 1676.4145124617146]"
q4_official_SE28-AX3Y-4X5V-2JQV,11,2709.032166,3826.559549,"[485.0, 840.0446416709054]","[266.8302433827874, 691.4173982515453]"
q4_official_SE28-AX3Y-4X5V-2JQV,6,3047.264632,4138.836778,"[0.0, 1680.0892833418109]","[-1107.9253477690586, 1230.1808218714687]"
q4_official_SE28-AX3Y-4X5V-2JQV,18,3101.264632,3155.097646,"[0.0, 1680.0892833418109]","[67.92300205413746, 1695.6674415098055]"
q4_official_JUZ4-BCMY-D6A3-KCWP,2,11.0,729.859673,"[0.0, 0.0]","[-645.9119328131947, -155.15344725640787]"
q4_official_JUZ4-BCMY-D6A3-KCWP,3,17.0,890.966438,"[0.0, 0.0]","[85.57739991524917, -427.4701958922359]"
q4_official_JUZ4-BCMY-D6A3-KCWP,5,29.0,1176.605644,"[0.0, 0.0]","[404.77008639812686, -1076.3512678971383]"
q4_official_JUZ4-BCMY-D6A3-KCWP,7,41.0,1765.357004,"[0.0, 0.0]","[409.3125592143666, 198.1358035075142]"
q4_official_JUZ4-BCMY-D6A3-KCWP,8,47.0,527.042865,"[0.0, 0.0]","[-679.206923114591, -1143.6769325193277]"
q4_official_JUZ4-BCMY-D6A3-KCWP,9,53.0,2762.391731,"[0.0, 0.0]","[137.7491814946605, 914.9142717887545]"
q4_official_JUZ4-BCMY-D6A3-KCWP,15,89.0,1687.645781,"[0.0, 0.0]","[739.941987899727, 169.5935025020083]"
q4_official_JUZ4-BCMY-D6A3-KCWP,11,384.0,1221.94202,"[-485.0, -840.0446416709054]","[433.19054758967474, -1221.1234184263753]"
q4_official_JUZ4-BCMY-D6A3-KCWP,12,1059.815223,1443.244673,"[485.0, -840.0446416709054]","[1068.0359054003263, -950.2134361242069]"
q4_official_JUZ4-BCMY-D6A3-KCWP,1,1890.290297,2094.823745,"[970.0, 0.0]","[1295.95125924192, 384.09450185930314]"
q4_official_JUZ4-BCMY-D6A3-KCWP,18,1944.290297,2530.053965,"[970.0, 0.0]","[894.1922462271826, 1093.745226455954]"
q4_official_JUZ4-BCMY-D6A3-KCWP,4,2197.402631,2925.622879,"[1455.0, 840.0446416709054]","[608.6296261955237, 1512.0502694168176]"
q4_official_JUZ4-BCMY-D6A3-KCWP,16,2668.345664,4044.741285,"[485.0, 840.0446416709054]","[89.14090163718696, 1030.6501969296667]"
q4_official_JUZ4-BCMY-D6A3-KCWP,17,3288.328753,3491.448576,"[0.0, 1680.0892833418109]","[-451.7913238575529, 1706.171762809701]"
q4_official_JUZ4-BCMY-D6A3-KCWP,19,3294.328753,3574.613422,"[0.0, 1680.0892833418109]","[-643.3092988682732, 1456.8388277210747]"
q4_official_JUZ4-BCMY-D6A3-KCWP,20,5109.975173,5330.04151,"[-1455.0, -840.0446416709054]","[-706.9247580905549, -1366.335474895867]"
q4_official_JG3C-8XEY-JJWW-92W9,2,11.0,6524.779319,"[0.0, 0.0]","[703.5129087544219, -76.3299696910336]"
q4_official_JG3C-8XEY-JJWW-92W9,5,29.0,516.323477,"[0.0, 0.0]","[-192.86802122606406, -660.7205352391181]"
q4_official_JG3C-8XEY-JJWW-92W9,6,35.0,4359.326639,"[0.0, 0.0]","[-931.5607455095308, -366.5260320025533]"
q4_official_JG3C-8XEY-JJWW-92W9,9,53.0,1227.606021,"[0.0, 0.0]","[825.8831459629964, -1139.859552045782]"
q4_official_JG3C-8XEY-JJWW-92W9,10,59.0,1504.019063,"[0.0, 0.0]","[562.2941207537854, -393.5926837817891]"
q4_official_JG3C-8XEY-JJWW-92W9,11,65.0,1686.895912,"[0.0, 0.0]","[239.13805828982694, 435.00522337901384]"
q4_official_JG3C-8XEY-JJWW-92W9,14,83.0,678.164418,"[0.0, 0.0]","[308.35987191400034, -98.20376679004252]"
q4_official_JG3C-8XEY-JJWW-92W9,16,95.0,742.804656,"[0.0, 0.0]","[428.74296261868085, -229.90066863235978]"
q4_official_JG3C-8XEY-JJWW-92W9,17,101.0,1064.169297,"[0.0, 0.0]","[718.7392882250035, -413.39541608596625]"
q4_official_JG3C-8XEY-JJWW-92W9,18,950.416475,2102.771476,"[970.0, 0.0]","[1417.605921503018, 783.4182536488413]"
q4_official_JG3C-8XEY-JJWW-92W9,19,956.416475,2013.366839,"[970.0, 0.0]","[1148.2037186562354, 1067.7361655453578]"
q4_official_JG3C-8XEY-JJWW-92W9,20,962.416475,3069.618186,"[970.0, 0.0]","[907.5658680353412, -1236.557472243225]"
q4_official_9B5A-6YVY-GWSN-NUWD,3,17.0,2068.896928,"[0.0, 0.0]","[865.0546022215854, -35.29674256399034]"
q4_official_9B5A-6YVY-GWSN-NUWD,4,23.0,843.467948,"[0.0, 0.0]","[-1056.2382498567863, 404.28687152424544]"
q4_official_9B5A-6YVY-GWSN-NUWD,6,35.0,1374.528315,"[0.0, 0.0]","[211.72582143987307, 721.2896159373486]"
q4_official_9B5A-6YVY-GWSN-NUWD,13,77.0,2293.972197,"[0.0, 0.0]","[536.1602171552265, -413.96640589803496]"
q4_official_9B5A-6YVY-GWSN-NUWD,19,113.0,1664.229013,"[0.0, 0.0]","[1040.3131227820045, 779.450124297794]"
q4_official_9B5A-6YVY-GWSN-NUWD,12,390.0,1108.581519,"[-485.0, -840.0446416709054]","[-470.8267682391455, -338.35487660520994]"
q4_official_9B5A-6YVY-GWSN-NUWD,18,739.0,918.187297,"[-970.0, 0.0]","[-1134.778373975927, 255.04053790881693]"
q4_official_9B5A-6YVY-GWSN-NUWD,1,1440.120775,5123.546021,"[485.0, 840.0446416709054]","[-480.8185285622227, 1611.8876417965712]"
q4_official_9B5A-6YVY-GWSN-NUWD,9,1476.120775,5182.95166,"[485.0, 840.0446416709054]","[-330.95404280876954, 1480.9367070500236]"
q4_official_9B5A-6YVY-GWSN-NUWD,11,1488.120775,6106.463204,"[485.0, 840.0446416709054]","[-406.80279082508923, 1246.6302138947522]"
q4_official_9B5A-6YVY-GWSN-NUWD,14,1500.120775,5527.930578,"[485.0, 840.0446416709054]","[49.99562339029715, 596.6430876579225]"
q4_official_9B5A-6YVY-GWSN-NUWD,16,1512.120775,1936.92463,"[485.0, 840.0446416709054]","[1186.2933171056793, 455.17925998524777]"
q4_official_9B5A-6YVY-GWSN-NUWD,20,1530.120775,5787.810169,"[485.0, 840.0446416709054]","[766.8828270815217, 1451.6150155828323]"
q4_official_9B5A-6YVY-GWSN-NUWD,8,2121.04136,2664.311752,"[970.0, 0.0]","[1444.3763176361422, -631.4150280712436]"
q4_official_9B5A-6YVY-GWSN-NUWD,10,2133.04136,6507.42786,"[970.0, 0.0]","[599.982183675789, -295.9442026297062]"
q4_official_9B5A-6YVY-GWSN-NUWD,15,5005.753065,5301.473192,"[-970.0, 1680.0892833418109]","[129.53917628960124, 1632.163946432864]"
q4_official_TBAD-5RWJ-D78C-ZVJE,5,29.0,845.770731,"[0.0, 0.0]","[-848.0652126459488, -7.380863314922355]"
q4_official_TBAD-5RWJ-D78C-ZVJE,8,47.0,3450.535858,"[0.0, 0.0]","[797.4112514142769, 187.94492858478912]"
q4_official_TBAD-5RWJ-D78C-ZVJE,13,77.0,2706.143138,"[0.0, 0.0]","[559.6164323610772, 747.8880432679352]"
q4_official_TBAD-5RWJ-D78C-ZVJE,15,89.0,2635.105664,"[0.0, 0.0]","[267.5901479237287, 812.6238335949499]"
q4_official_TBAD-5RWJ-D78C-ZVJE,16,95.0,604.547948,"[0.0, 0.0]","[98.79627594905917, -239.22038816576548]"
q4_official_TBAD-5RWJ-D78C-ZVJE,19,113.0,680.094274,"[0.0, 0.0]","[-137.85663513704063, 22.34222761685902]"
q4_official_TBAD-5RWJ-D78C-ZVJE,2,330.0,5984.96461,"[-485.0, -840.0446416709054]","[-1197.5338568932252, -1174.5621422234892]"
q4_official_TBAD-5RWJ-D78C-ZVJE,18,966.202325,1332.01403,"[-970.0, 0.0]","[-776.690403196997, 906.019719269649]"
q4_official_TBAD-5RWJ-D78C-ZVJE,14,2266.981471,2907.293951,"[0.0, 1680.0892833418109]","[708.4228964083834, 1221.6242160923944]"
q4_official_TBAD-5RWJ-D78C-ZVJE,10,2783.858492,3704.933121,"[485.0, 840.0446416709054]","[1483.20476818375, 299.91056959921434]"
q4_official_TBAD-5RWJ-D78C-ZVJE,11,2789.858492,3329.671013,"[485.0, 840.0446416709054]","[1168.3236388159096, 592.7403468937824]"
q4_official_TBAD-5RWJ-D78C-ZVJE,3,3519.569248,3796.838475,"[970.0, 0.0]","[1654.317878460162, 566.9880274402111]"
q4_official_TBAD-5RWJ-D78C-ZVJE,20,3567.569248,4475.226897,"[970.0, 0.0]","[1035.4861710723158, -482.4690055160142]"
q4_official_TBAD-5RWJ-D78C-ZVJE,9,4957.137807,5598.648212,"[970.0, -1680.0892833418109]","[172.18249447758404, -1672.299520687563]"
q4_official_YFFZ-AT69-4V83-HDBP,7,41.0,700.422141,"[0.0, 0.0]","[496.62789766428693, -1304.0207895141868]"
q4_official_YFFZ-AT69-4V83-HDBP,16,95.0,5022.96359,"[0.0, 0.0]","[-1153.6041659878174, -704.1562177882006]"
q4_official_YFFZ-AT69-4V83-HDBP,18,107.0,3739.737131,"[0.0, 0.0]","[592.0336059841957, -107.21292191872419]"
q4_official_YFFZ-AT69-4V83-HDBP,19,113.0,6635.476899,"[0.0, 0.0]","[-253.98704860133216, 977.7760506492773]"
q4_official_YFFZ-AT69-4V83-HDBP,20,119.0,590.215457,"[0.0, 0.0]","[114.5738371021735, -1237.8259673942266]"
q4_official_YFFZ-AT69-4V83-HDBP,5,348.0,1192.778715,"[-485.0, -840.0446416709054]","[125.83964222987294, -1619.2304875800364]"
q4_official_YFFZ-AT69-4V83-HDBP,8,1256.735402,1676.672833,"[0.0, -1680.0892833418109]","[890.2226714583337, -1449.2376519731351]"
q4_official_YFFZ-AT69-4V83-HDBP,1,1731.522356,4287.719446,"[970.0, -1680.0892833418109]","[477.0662148716853, -934.5008386929319]"
q4_official_YFFZ-AT69-4V83-HDBP,13,1785.522356,4401.685015,"[970.0, -1680.0892833418109]","[513.4642412008009, -1358.2595830813889]"
q4_official_YFFZ-AT69-4V83-HDBP,6,2050.522356,2358.284613,"[1455.0, -840.0446416709054]","[1551.6812102822, -431.6984369786343]"
q4_official_YFFZ-AT69-4V83-HDBP,2,3472.080048,7427.099938,"[485.0, 840.0446416709054]","[-212.1468836741284, 1588.8962937644199]"
q4_official_YFFZ-AT69-4V83-HDBP,11,3502.080048,3989.27364,"[485.0, 840.0446416709054]","[1221.5907683451724, 329.79509931996233]"
q4_official_YFFZ-AT69-4V83-HDBP,17,4765.279515,5306.293057,"[-970.0, -1680.0892833418109]","[-1409.7534135437222, -1034.6575966182418]"
q4_official_YFFZ-AT69-4V83-HDBP,3,5543.139619,6946.624125,"[-970.0, 0.0]","[-452.9189789044282, -150.57960040372467]"
q4_official_2S8P-S934-VP3Z-KU99,3,17.0,5189.187798,"[0.0, 0.0]","[599.5839540437837, -63.94206462248366]"
q4_official_2S8P-S934-VP3Z-KU99,4,23.0,1039.460816,"[0.0, 0.0]","[-1023.8019746240262, -159.65300581902198]"
q4_official_2S8P-S934-VP3Z-KU99,5,29.0,537.168641,"[0.0, 0.0]","[-151.37778833219505, -1089.568063033379]"
q4_official_2S8P-S934-VP3Z-KU99,18,107.0,790.234154,"[0.0, 0.0]","[89.14129868399127, 7.397026387212797]"
q4_official_2S8P-S934-VP3Z-KU99,20,119.0,689.617101,"[0.0, 0.0]","[-6.4124853406140865, -429.45798393770303]"
q4_official_2S8P-S934-VP3Z-KU99,10,378.0,3404.751924,"[-485.0, -840.0446416709054]","[-13.355726817699228, -1688.6917539371407]"
q4_official_2S8P-S934-VP3Z-KU99,12,390.0,3371.520473,"[-485.0, -840.0446416709054]","[-56.519828796843115, -1594.565093375813]"
q4_official_2S8P-S934-VP3Z-KU99,15,1151.155762,1588.443559,"[-970.0, 0.0]","[-939.0843755024844, 1209.2208964358479]"
q4_official_2S8P-S934-VP3Z-KU99,2,3815.594537,4326.037901,"[970.0, -1680.0892833418109]","[1301.7118146593223, -755.6530693063169]"
q4_official_2S8P-S934-VP3Z-KU99,6,5027.699922,5591.938808,"[970.0, 0.0]","[1089.6480052985246, 870.2537849864486]"
q4_official_2S8P-S934-VP3Z-KU99,9,5045.699922,5564.255455,"[970.0, 0.0]","[1191.2598371750414, 920.6362999623652]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,3,17.0,621.792827,"[0.0, 0.0]","[122.7019626928925, -985.4004720522407]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,7,41.0,550.164702,"[0.0, 0.0]","[-54.32102583954249, -1125.0966813051991]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,10,59.0,1735.139773,"[0.0, 0.0]","[1060.584672340387, -686.3219433340951]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,12,71.0,4139.808237,"[0.0, 0.0]","[-607.1936137875992, -552.1304991262111]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,17,101.0,1455.063257,"[0.0, 0.0]","[960.052197028657, 197.15927674607985]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,20,318.0,3134.001196,"[-485.0, -840.0446416709054]","[-1344.6902466466352, -1095.524496431813]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,11,384.0,955.439413,"[-485.0, -840.0446416709054]","[159.8592182086324, -1423.2354074817042]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,13,765.866686,1215.293221,"[485.0, -840.0446416709054]","[1166.9610870470372, -819.0855075314673]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,18,1572.545273,5784.071759,"[970.0, 0.0]","[1077.6469877675268, 491.23907328377373]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,2,3201.656635,3540.455612,"[-1455.0, -840.0446416709054]","[-1682.1453935085588, -252.6189001318274]"
q4_official_4BQG-V2JF-DVBZ-GJ7K,6,3219.656635,3829.554304,"[-1455.0, -840.0446416709054]","[-1445.8537949275583, 242.70085801156486]"
