problem,group,case,action,path,channel,x,y,time,delta,distance,move,measure,switch,clear,outcome,stage
3,official,GMT5-XZ6U-J636-NXFS,17,/measure,17,0.0,0.0,101.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,18,/measure,18,0.0,0.0,107.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,19,/measure,19,0.0,0.0,113.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,20,/measure,20,0.0,0.0,119.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,21,/measure,15,-896.4772097725494,35.11093297949648,304.432903,185.432903,897.1645140420269,179.432903,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,22,/measure,15,-407.4070497522757,95.62872610926127,407.99294,103.56003699999997,492.8001874061668,98.56003699999997,5.0,0.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,23,/clear,15,-427.7206734146848,121.98362608423643,419.647935,11.654995000000042,33.27497646864582,6.654995000000042,0.0,0.0,5.0,success,
3,official,GMT5-XZ6U-J636-NXFS,24,/measure,1,-1130.0,1.3838508830365092e-13,568.206871,148.55893599999996,712.794681224392,142.55893599999996,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,25,/measure,2,-1130.0,1.3838508830365092e-13,574.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,26,/measure,3,-1130.0,1.3838508830365092e-13,580.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,27,/measure,4,-1130.0,1.3838508830365092e-13,586.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,28,/measure,5,-1130.0,1.3838508830365092e-13,592.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,29,/measure,6,-1130.0,1.3838508830365092e-13,598.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,30,/measure,7,-1130.0,1.3838508830365092e-13,604.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,31,/measure,8,-1130.0,1.3838508830365092e-13,610.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,32,/measure,9,-1130.0,1.3838508830365092e-13,616.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,33,/measure,10,-1130.0,1.3838508830365092e-13,622.206871,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,34,/measure,11,-1130.0,1.3838508830365092e-13,628.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,35,/measure,12,-1130.0,1.3838508830365092e-13,634.206871,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,36,/measure,13,-1130.0,1.3838508830365092e-13,640.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,37,/measure,14,-1130.0,1.3838508830365092e-13,646.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,38,/measure,16,-1130.0,1.3838508830365092e-13,652.206871,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,39,/measure,17,-1130.0,1.3838508830365092e-13,658.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,40,/measure,18,-1130.0,1.3838508830365092e-13,664.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,41,/measure,19,-1130.0,1.3838508830365092e-13,670.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,42,/measure,20,-1130.0,1.3838508830365092e-13,676.206871,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,43,/clear,12,-540.6437401591764,-558.2241309383586,843.558955,167.352084,811.7604211683705,162.352084,0.0,0.0,5.0,success,
3,official,GMT5-XZ6U-J636-NXFS,44,/measure,20,-565.0000000000005,-978.6087062764154,932.776867,89.21791200000007,421.08956122847803,84.21791200000007,5.0,0.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,45,/measure,1,-565.0000000000005,-978.6087062764154,938.776867,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,46,/measure,2,-565.0000000000005,-978.6087062764154,944.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,47,/measure,3,-565.0000000000005,-978.6087062764154,950.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,48,/measure,4,-565.0000000000005,-978.6087062764154,956.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,49,/measure,5,-565.0000000000005,-978.6087062764154,962.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,50,/measure,6,-565.0000000000005,-978.6087062764154,968.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,51,/measure,7,-565.0000000000005,-978.6087062764154,974.776867,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,52,/measure,8,-565.0000000000005,-978.6087062764154,980.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,53,/measure,9,-565.0000000000005,-978.6087062764154,986.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,54,/measure,10,-565.0000000000005,-978.6087062764154,992.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,55,/measure,11,-565.0000000000005,-978.6087062764154,998.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,56,/measure,13,-565.0000000000005,-978.6087062764154,1004.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,57,/measure,14,-565.0000000000005,-978.6087062764154,1010.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,58,/measure,16,-565.0000000000005,-978.6087062764154,1016.776867,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,59,/measure,17,-565.0000000000005,-978.6087062764154,1022.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,60,/measure,18,-565.0000000000005,-978.6087062764154,1028.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,61,/measure,19,-565.0000000000005,-978.6087062764154,1034.776867,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,62,/measure,16,-876.4625198823023,-641.1121391128816,1132.627362,97.85049499999991,459.2524731981342,91.85049499999991,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,63,/clear,16,-893.1608023214112,-667.5802549085215,1143.886416,11.259054000000106,31.295267856141724,6.259054000000106,0.0,0.0,5.0,success,
3,official,GMT5-XZ6U-J636-NXFS,64,/measure,7,-844.8473115634115,-1299.0746016066944,1276.554376,132.66796,633.3398008186249,126.66796,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,65,/clear,7,-737.601741710241,-1453.0956916012979,1319.09055,42.536173999999846,187.68086854087454,37.536173999999846,0.0,0.0,5.0,success,
3,official,GMT5-XZ6U-J636-NXFS,66,/measure,1,565.0000000000001,-978.6087062764157,1602.356429,283.26587900000004,1386.3293969144738,277.26587900000004,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,67,/measure,2,565.0000000000001,-978.6087062764157,1608.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,68,/measure,3,565.0000000000001,-978.6087062764157,1614.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,69,/measure,4,565.0000000000001,-978.6087062764157,1620.356429,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,70,/measure,5,565.0000000000001,-978.6087062764157,1626.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,71,/measure,6,565.0000000000001,-978.6087062764157,1632.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,72,/measure,8,565.0000000000001,-978.6087062764157,1638.356429,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,73,/measure,9,565.0000000000001,-978.6087062764157,1644.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,74,/measure,10,565.0000000000001,-978.6087062764157,1650.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,75,/measure,11,565.0000000000001,-978.6087062764157,1656.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,76,/measure,13,565.0000000000001,-978.6087062764157,1662.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,77,/measure,14,565.0000000000001,-978.6087062764157,1668.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,78,/measure,17,565.0000000000001,-978.6087062764157,1674.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,79,/measure,18,565.0000000000001,-978.6087062764157,1680.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,80,/measure,19,565.0000000000001,-978.6087062764157,1686.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,81,/measure,20,565.0000000000001,-978.6087062764157,1692.356429,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,82,/measure,4,717.6357061413416,-689.6576785936703,1763.714016,71.35758699999997,326.78793611175524,65.35758699999997,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,83,/measure,4,921.4802448477592,-202.71494265338586,1874.291632,110.57761600000003,527.8880790901057,105.57761600000003,5.0,0.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,84,/clear,4,915.6742539133716,-204.34966694062814,1880.497979,6.206347000000051,6.031737247716548,1.2063470000000507,0.0,0.0,5.0,success,
3,official,GMT5-XZ6U-J636-NXFS,85,/measure,1,1130.0,0.0,1945.72443,65.226451,296.1322539243836,59.226451,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,86,/measure,2,1130.0,0.0,1951.72443,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,87,/measure,3,1130.0,0.0,1957.72443,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,88,/measure,5,1130.0,0.0,1963.72443,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,89,/measure,6,1130.0,0.0,1969.72443,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,90,/measure,8,1130.0,0.0,1975.72443,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,91,/measure,9,1130.0,0.0,1981.72443,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,92,/measure,10,1130.0,0.0,1987.72443,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,93,/measure,11,1130.0,0.0,1993.72443,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,94,/measure,13,1130.0,0.0,1999.72443,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,95,/measure,14,1130.0,0.0,2005.72443,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,96,/measure,17,1130.0,0.0,2011.72443,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,97,/measure,18,1130.0,0.0,2017.72443,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,98,/measure,19,1130.0,0.0,2023.72443,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,99,/measure,20,1130.0,0.0,2029.72443,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,100,/measure,8,1037.6295655956292,-650.9658390583918,2167.221779,137.49734899999999,657.4867457014234,131.49734899999999,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,101,/clear,8,1058.18920269413,-673.1077373552431,2178.264832,11.043052999999873,30.215266634768575,6.0430529999998726,0.0,0.0,5.0,success,
3,official,GMT5-XZ6U-J636-NXFS,102,/measure,1,280.2014263081879,-57.540627451091765,2382.677316,204.41248399999995,992.0624209200207,198.41248399999995,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,103,/clear,1,279.5007032002651,-26.625403444973173,2393.861949,11.184633000000304,30.92316426600726,6.184633000000304,0.0,0.0,5.0,success,
3,official,GMT5-XZ6U-J636-NXFS,104,/measure,2,632.2814387530188,980.714070450776,2613.327362,219.4654129999999,1067.3270647021498,213.4654129999999,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,105,/clear,2,622.187800379768,983.2878446954921,2620.410685,7.083322999999837,10.416614107891618,2.0833229999998366,0.0,0.0,5.0,success,
3,official,GMT5-XZ6U-J636-NXFS,106,/measure,3,565.0000000000001,978.6087062764157,2637.886466,17.475781000000097,57.37890595524677,11.475781000000097,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,107,/measure,5,565.0000000000001,978.6087062764157,2643.886466,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,108,/measure,6,565.0000000000001,978.6087062764157,2649.886466,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,109,/measure,9,565.0000000000001,978.6087062764157,2655.886466,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,110,/measure,10,565.0000000000001,978.6087062764157,2661.886466,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,111,/measure,11,565.0000000000001,978.6087062764157,2667.886466,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,112,/measure,13,565.0000000000001,978.6087062764157,2673.886466,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,113,/measure,14,565.0000000000001,978.6087062764157,2679.886466,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,114,/measure,17,565.0000000000001,978.6087062764157,2685.886466,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,115,/measure,18,565.0000000000001,978.6087062764157,2691.886466,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,116,/measure,19,565.0000000000001,978.6087062764157,2697.886466,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,117,/measure,20,565.0000000000001,978.6087062764157,2703.886466,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,118,/measure,20,819.1120376278836,992.5653326293188,2759.78547,55.89900399999988,254.4950197676753,50.89900399999988,5.0,0.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,119,/clear,20,1233.057142772977,961.4525304029883,2847.808011,88.02254100000027,415.1127034143343,83.02254100000027,0.0,0.0,5.0,success,
3,official,GMT5-XZ6U-J636-NXFS,120,/measure,17,93.18788171010209,1388.0858212232592,3097.226819,249.4188079999999,1217.0940379248261,243.4188079999999,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,121,/clear,17,415.65118744109145,1248.4226080169751,3172.508651,75.28183200000012,351.40915848347134,70.28183200000012,0.0,0.0,5.0,success,
3,official,GMT5-XZ6U-J636-NXFS,122,/measure,19,105.1959976425818,1060.1088921336052,3251.129442,78.62079099999983,363.10395269486014,72.62079099999983,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,123,/clear,19,-328.4621216389296,830.9420030331046,3354.226705,103.09726300000011,490.4863173206555,98.09726300000011,0.0,0.0,5.0,success,
3,official,GMT5-XZ6U-J636-NXFS,124,/measure,3,-564.9999999999998,978.6087062764158,3415.996096,61.769390999999814,278.84695290840915,55.769390999999814,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,125,/measure,5,-564.9999999999998,978.6087062764158,3421.996096,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,126,/measure,6,-564.9999999999998,978.6087062764158,3427.996096,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,127,/measure,9,-564.9999999999998,978.6087062764158,3433.996096,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,128,/measure,10,-564.9999999999998,978.6087062764158,3439.996096,6.0,0.0,0.0,5.0,1.0,0.0,direction,
3,official,GMT5-XZ6U-J636-NXFS,129,/measure,11,-564.9999999999998,978.6087062764158,3445.996096,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,130,/measure,13,-564.9999999999998,978.6087062764158,3451.996096,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,131,/measure,14,-564.9999999999998,978.6087062764158,3457.996096,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,132,/measure,18,-564.9999999999998,978.6087062764158,3463.996096,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
3,official,GMT5-XZ6U-J636-NXFS,133,/clear,10,-758.2275058098811,828.3817239274554,3517.947098,53.951002000000244,244.75501062732624,48.951002000000244,0.0,0.0,5.0,success,
4,official,99MS-BQAV-VMFP-73ME,1,/measure,1,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,2,/measure,2,0.0,0.0,11.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,3,/measure,3,0.0,0.0,17.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,4,/measure,4,0.0,0.0,23.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,5,/measure,5,0.0,0.0,29.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,6,/measure,6,0.0,0.0,35.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,7,/measure,7,0.0,0.0,41.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,8,/measure,8,0.0,0.0,47.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,9,/measure,9,0.0,0.0,53.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,10,/measure,10,0.0,0.0,59.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,11,/measure,11,0.0,0.0,65.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,12,/measure,12,0.0,0.0,71.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,13,/measure,13,0.0,0.0,77.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,14,/measure,14,0.0,0.0,83.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,15,/measure,15,0.0,0.0,89.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,16,/measure,16,0.0,0.0,95.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,17,/measure,17,0.0,0.0,101.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,18,/measure,18,0.0,0.0,107.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,19,/measure,19,0.0,0.0,113.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,20,/measure,20,0.0,0.0,119.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,21,/measure,20,-485.0,-840.0446416709054,318.0,199.0,969.9999999999999,194.0,5.0,0.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,22,/measure,1,-485.0,-840.0446416709054,324.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,23,/measure,2,-485.0,-840.0446416709054,330.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,24,/measure,3,-485.0,-840.0446416709054,336.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,25,/measure,4,-485.0,-840.0446416709054,342.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,26,/measure,5,-485.0,-840.0446416709054,348.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,27,/measure,6,-485.0,-840.0446416709054,354.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,28,/measure,7,-485.0,-840.0446416709054,360.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,29,/measure,8,-485.0,-840.0446416709054,366.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,30,/measure,9,-485.0,-840.0446416709054,372.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,31,/measure,10,-485.0,-840.0446416709054,378.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,32,/measure,11,-485.0,-840.0446416709054,384.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,33,/measure,12,-485.0,-840.0446416709054,390.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,34,/measure,13,-485.0,-840.0446416709054,396.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,35,/measure,14,-485.0,-840.0446416709054,402.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,36,/measure,15,-485.0,-840.0446416709054,408.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
4,official,99MS-BQAV-VMFP-73ME,37,/measure,16,-485.0,-840.0446416709054,414.0,6.0,0.0,0.0,5.0,1.0,0.0,direction,
4,official,99MS-BQAV-VMFP-73ME,38,/measure,17,-485.0,-840.0446416709054,420.0,6.0,0.0,0.0,5.0,1.0,0.0,no_signal,
